60 258
1 1 6
2 2 6
3 3 6
4 4 7
5 5 7
6 6 7
7 7 7
8 8 7
9 9 7
10 10 7
11 11 7
12 12 7
13 13 7
14 14 7
15 15 7
16 16 5
17 17 5
18 18 5
19 19 7
20 20 7
21 21 7
22 22 7
23 23 7
24 24 7
25 25 7
26 26 7
27 27 7
28 28 7
29 29 7
30 30 7
31 31 7
32 32 7
33 33 7
34 34 7
35 35 7
36 36 7
37 37 6
38 38 6
39 39 6
40 40 5
41 41 5
42 42 5
43 43 7
44 44 7
45 45 7
46 46 6
47 47 6
48 48 6
49 49 6
50 50 6
51 51 6
52 52 7
53 53 7
54 54 7
55 55 7
56 56 7
57 57 7
58 58 7
59 59 7
60 60 7
1 2 2
1 3 2
1 31 1
1 46 1
1 55 1
1 58 1
2 3 2
2 32 1
2 47 1
2 56 1
2 59 1
3 33 1
3 48 1
3 57 1
3 60 1
4 5 2
4 6 2
4 22 1
4 25 1
4 34 1
4 52 1
4 58 1
5 6 2
5 23 1
5 26 1
5 35 1
5 53 1
5 59 1
6 24 1
6 27 1
6 36 1
6 54 1
6 60 1
7 8 2
7 9 2
7 10 1
7 19 1
7 28 1
7 34 1
7 40 1
8 9 2
8 11 1
8 20 1
8 29 1
8 35 1
8 41 1
9 12 1
9 21 1
9 30 1
9 36 1
9 42 1
10 11 2
10 12 2
10 28 1
10 43 1
10 46 1
10 55 1
11 12 2
11 29 1
11 44 1
11 47 1
11 56 1
12 30 1
12 45 1
12 48 1
12 57 1
13 14 2
13 15 2
13 19 1
13 34 1
13 37 1
13 49 1
13 52 1
14 15 2
14 20 1
14 35 1
14 38 1
14 50 1
14 53 1
15 21 1
15 36 1
15 39 1
15 51 1
15 54 1
16 17 2
16 18 2
16 43 1
16 52 1
16 55 1
17 18 2
17 44 1
17 53 1
17 56 1
18 45 1
18 54 1
18 57 1
19 20 2
19 21 2
19 37 1
19 55 1
19 58 1
20 21 2
20 38 1
20 56 1
20 59 1
21 39 1
21 57 1
21 60 1
22 23 2
22 24 2
22 25 1
22 28 1
22 31 1
22 49 1
23 24 2
23 26 1
23 29 1
23 32 1
23 50 1
24 27 1
24 30 1
24 33 1
24 51 1
25 26 2
25 27 2
25 40 1
25 46 1
25 58 1
26 27 2
26 41 1
26 47 1
26 59 1
27 42 1
27 48 1
27 60 1
28 29 2
28 30 2
28 31 1
28 52 1
29 30 2
29 32 1
29 53 1
30 33 1
30 54 1
31 32 2
31 33 2
31 43 1
31 49 1
32 33 2
32 44 1
32 50 1
33 45 1
33 51 1
34 35 2
34 36 2
34 40 1
34 55 1
35 36 2
35 41 1
35 56 1
36 42 1
36 57 1
37 38 2
37 39 2
37 43 1
37 58 1
38 39 2
38 44 1
38 59 1
39 45 1
39 60 1
40 41 2
40 42 2
41 42 2
43 44 2
43 45 2
43 52 1
44 45 2
44 53 1
45 54 1
46 47 2
46 48 2
46 49 1
47 48 2
47 50 1
48 51 1
49 50 2
49 51 2
50 51 2
52 53 2
52 54 2
53 54 2
55 56 2
55 57 2
56 57 2
58 59 2
58 60 2
59 60 2
