60 255
1 1 7
2 2 7
3 3 7
4 4 6
5 5 6
6 6 6
7 7 7
8 8 7
9 9 7
10 10 7
11 11 7
12 12 7
13 13 6
14 14 6
15 15 6
16 16 6
17 17 6
18 18 6
19 19 7
20 20 7
21 21 7
22 22 7
23 23 7
24 24 7
25 25 6
26 26 6
27 27 6
28 28 7
29 29 7
30 30 7
31 31 6
32 32 6
33 33 6
34 34 7
35 35 7
36 36 7
37 37 6
38 38 6
39 39 6
40 40 5
41 41 5
42 42 5
43 43 6
44 44 6
45 45 6
46 46 7
47 47 7
48 48 7
49 49 7
50 50 7
51 51 7
52 52 7
53 53 7
54 54 7
55 55 6
56 56 6
57 57 6
58 58 7
59 59 7
60 60 7
1 2 2
1 3 2
1 16 1
1 25 1
1 28 1
1 49 1
1 52 1
2 3 2
2 17 1
2 26 1
2 29 1
2 50 1
2 53 1
3 18 1
3 27 1
3 30 1
3 51 1
3 54 1
4 5 2
4 6 2
4 10 1
4 22 1
4 28 1
4 58 1
5 6 2
5 11 1
5 23 1
5 29 1
5 59 1
6 12 1
6 24 1
6 30 1
6 60 1
7 8 2
7 9 2
7 10 1
7 16 1
7 19 1
7 46 1
7 55 1
8 9 2
8 11 1
8 17 1
8 20 1
8 47 1
8 56 1
9 12 1
9 18 1
9 21 1
9 48 1
9 57 1
10 11 2
10 12 2
10 37 1
10 46 1
10 58 1
11 12 2
11 38 1
11 47 1
11 59 1
12 39 1
12 48 1
12 60 1
13 14 2
13 15 2
13 19 1
13 22 1
13 34 1
13 52 1
14 15 2
14 20 1
14 23 1
14 35 1
14 53 1
15 21 1
15 24 1
15 36 1
15 54 1
16 17 2
16 18 2
16 25 1
16 43 1
17 18 2
17 26 1
17 44 1
18 27 1
18 45 1
19 20 2
19 21 2
19 31 1
19 40 1
19 52 1
20 21 2
20 32 1
20 41 1
20 53 1
21 33 1
21 42 1
21 54 1
22 23 2
22 24 2
22 28 1
22 49 1
22 58 1
23 24 2
23 29 1
23 50 1
23 59 1
24 30 1
24 51 1
24 60 1
25 26 2
25 27 2
25 37 1
25 58 1
26 27 2
26 38 1
26 59 1
27 39 1
27 60 1
28 29 2
28 30 2
28 37 1
28 43 1
29 30 2
29 38 1
29 44 1
30 39 1
30 45 1
31 32 2
31 33 2
31 34 1
31 40 1
31 49 1
32 33 2
32 35 1
32 41 1
32 50 1
33 36 1
33 42 1
33 51 1
34 35 2
34 36 2
34 46 1
34 52 1
34 55 1
35 36 2
35 47 1
35 53 1
35 56 1
36 48 1
36 54 1
36 57 1
37 38 2
37 39 2
37 55 1
38 39 2
38 56 1
39 57 1
40 41 2
40 42 2
40 46 1
41 42 2
41 47 1
42 48 1
43 44 2
43 45 2
43 46 1
43 49 1
44 45 2
44 47 1
44 50 1
45 48 1
45 51 1
46 47 2
46 48 2
47 48 2
49 50 2
49 51 2
49 52 1
50 51 2
50 53 1
51 54 1
52 53 2
52 54 2
53 54 2
55 56 2
55 57 2
55 58 1
56 57 2
56 59 1
57 60 1
58 59 2
58 60 2
59 60 2
