42 183
1 1 7
2 2 7
3 3 7
4 4 7
5 5 7
6 6 7
7 7 7
8 8 7
9 9 7
10 10 7
11 11 7
12 12 7
13 13 7
14 14 7
15 15 7
16 16 7
17 17 7
18 18 7
19 19 6
20 20 6
21 21 6
22 22 7
23 23 7
24 24 7
25 25 6
26 26 6
27 27 6
28 28 7
29 29 7
30 30 7
31 31 7
32 32 7
33 33 7
34 34 7
35 35 7
36 36 7
37 37 6
38 38 6
39 39 6
40 40 6
41 41 6
42 42 6
1 2 2
1 3 2
1 7 1
1 16 1
1 19 1
1 28 1
1 40 1
2 3 2
2 8 1
2 17 1
2 20 1
2 29 1
2 41 1
3 9 1
3 18 1
3 21 1
3 30 1
3 42 1
4 5 2
4 6 2
4 16 1
4 25 1
4 31 1
4 34 1
4 37 1
5 6 2
5 17 1
5 26 1
5 32 1
5 35 1
5 38 1
6 18 1
6 27 1
6 33 1
6 36 1
6 39 1
7 8 2
7 9 2
7 16 1
7 19 1
7 22 1
7 25 1
8 9 2
8 17 1
8 20 1
8 23 1
8 26 1
9 18 1
9 21 1
9 24 1
9 27 1
10 11 2
10 12 2
10 13 1
10 19 1
10 22 1
10 37 1
10 40 1
11 12 2
11 14 1
11 20 1
11 23 1
11 38 1
11 41 1
12 15 1
12 21 1
12 24 1
12 39 1
12 42 1
13 14 2
13 15 2
13 22 1
13 25 1
13 34 1
13 40 1
14 15 2
14 23 1
14 26 1
14 35 1
14 41 1
15 24 1
15 27 1
15 36 1
15 42 1
16 17 2
16 18 2
16 34 1
16 37 1
17 18 2
17 35 1
17 38 1
18 36 1
18 39 1
19 20 2
19 21 2
19 34 1
20 21 2
20 35 1
21 36 1
22 23 2
22 24 2
22 28 1
22 31 1
23 24 2
23 29 1
23 32 1
24 30 1
24 33 1
25 26 2
25 27 2
25 31 1
26 27 2
26 32 1
27 33 1
28 29 2
28 30 2
28 31 1
28 34 1
28 37 1
29 30 2
29 32 1
29 35 1
29 38 1
30 33 1
30 36 1
30 39 1
31 32 2
31 33 2
31 40 1
32 33 2
32 41 1
33 42 1
34 35 2
34 36 2
35 36 2
37 38 2
37 39 2
38 39 2
40 41 2
40 42 2
41 42 2
