42 183
1 1 7
2 2 7
3 3 7
4 4 6
5 5 6
6 6 6
7 7 6
8 8 6
9 9 6
10 10 7
11 11 7
12 12 7
13 13 7
14 14 7
15 15 7
16 16 7
17 17 7
18 18 7
19 19 7
20 20 7
21 21 7
22 22 7
23 23 7
24 24 7
25 25 6
26 26 6
27 27 6
28 28 7
29 29 7
30 30 7
31 31 7
32 32 7
33 33 7
34 34 6
35 35 6
36 36 6
37 37 7
38 38 7
39 39 7
40 40 7
41 41 7
42 42 7
1 2 2
1 3 2
1 4 1
1 7 1
1 10 1
1 19 1
1 31 1
2 3 2
2 5 1
2 8 1
2 11 1
2 20 1
2 32 1
3 6 1
3 9 1
3 12 1
3 21 1
3 33 1
4 5 2
4 6 2
4 22 1
4 34 1
4 37 1
5 6 2
5 23 1
5 35 1
5 38 1
6 24 1
6 36 1
6 39 1
7 8 2
7 9 2
7 13 1
7 19 1
7 34 1
8 9 2
8 14 1
8 20 1
8 35 1
9 15 1
9 21 1
9 36 1
10 11 2
10 12 2
10 16 1
10 19 1
10 22 1
10 28 1
11 12 2
11 17 1
11 20 1
11 23 1
11 29 1
12 18 1
12 21 1
12 24 1
12 30 1
13 14 2
13 15 2
13 19 1
13 22 1
13 25 1
13 40 1
14 15 2
14 20 1
14 23 1
14 26 1
14 41 1
15 21 1
15 24 1
15 27 1
15 42 1
16 17 2
16 18 2
16 25 1
16 28 1
16 31 1
16 40 1
17 18 2
17 26 1
17 29 1
17 32 1
17 41 1
18 27 1
18 30 1
18 33 1
18 42 1
19 20 2
19 21 2
19 22 1
20 21 2
20 23 1
21 24 1
22 23 2
22 24 2
22 31 1
23 24 2
23 32 1
24 33 1
25 26 2
25 27 2
25 28 1
25 37 1
26 27 2
26 29 1
26 38 1
27 30 1
27 39 1
28 29 2
28 30 2
28 37 1
28 40 1
29 30 2
29 38 1
29 41 1
30 39 1
30 42 1
31 32 2
31 33 2
31 34 1
31 40 1
32 33 2
32 35 1
32 41 1
33 36 1
33 42 1
34 35 2
34 36 2
34 37 1
35 36 2
35 38 1
36 39 1
37 38 2
37 39 2
37 40 1
38 39 2
38 41 1
39 42 1
40 41 2
40 42 2
41 42 2
