60 258
1 1 6
2 2 6
3 3 6
4 4 7
5 5 7
6 6 7
7 7 7
8 8 7
9 9 7
10 10 7
11 11 7
12 12 7
13 13 7
14 14 7
15 15 7
16 16 6
17 17 6
18 18 6
19 19 6
20 20 6
21 21 6
22 22 7
23 23 7
24 24 7
25 25 7
26 26 7
27 27 7
28 28 6
29 29 6
30 30 6
31 31 7
32 32 7
33 33 7
34 34 6
35 35 6
36 36 6
37 37 7
38 38 7
39 39 7
40 40 7
41 41 7
42 42 7
43 43 6
44 44 6
45 45 6
46 46 7
47 47 7
48 48 7
49 49 7
50 50 7
51 51 7
52 52 6
53 53 6
54 54 6
55 55 7
56 56 7
57 57 7
58 58 6
59 59 6
60 60 6
1 2 2
1 3 2
1 4 1
1 16 1
1 25 1
1 28 1
2 3 2
2 5 1
2 17 1
2 26 1
2 29 1
3 6 1
3 18 1
3 27 1
3 30 1
4 5 2
4 6 2
4 31 1
4 37 1
4 43 1
4 55 1
5 6 2
5 32 1
5 38 1
5 44 1
5 56 1
6 33 1
6 39 1
6 45 1
6 57 1
7 8 2
7 9 2
7 10 1
7 13 1
7 16 1
7 46 1
7 58 1
8 9 2
8 11 1
8 14 1
8 17 1
8 47 1
8 59 1
9 12 1
9 15 1
9 18 1
9 48 1
9 60 1
10 11 2
10 12 2
10 22 1
10 25 1
10 40 1
10 58 1
11 12 2
11 23 1
11 26 1
11 41 1
11 59 1
12 24 1
12 27 1
12 42 1
12 60 1
13 14 2
13 15 2
13 25 1
13 31 1
13 49 1
13 55 1
14 15 2
14 26 1
14 32 1
14 50 1
14 56 1
15 27 1
15 33 1
15 51 1
15 57 1
16 17 2
16 18 2
16 40 1
16 58 1
17 18 2
17 41 1
17 59 1
18 42 1
18 60 1
19 20 2
19 21 2
19 22 1
19 28 1
19 49 1
19 52 1
20 21 2
20 23 1
20 29 1
20 50 1
20 53 1
21 24 1
21 30 1
21 51 1
21 54 1
22 23 2
22 24 2
22 37 1
22 43 1
22 52 1
23 24 2
23 38 1
23 44 1
23 53 1
24 39 1
24 45 1
24 54 1
25 26 2
25 27 2
25 34 1
25 49 1
26 27 2
26 35 1
26 50 1
27 36 1
27 51 1
28 29 2
28 30 2
28 34 1
28 52 1
29 30 2
29 35 1
29 53 1
30 36 1
30 54 1
31 32 2
31 33 2
31 34 1
31 37 1
31 43 1
32 33 2
32 35 1
32 38 1
32 44 1
33 36 1
33 39 1
33 45 1
34 35 2
34 36 2
34 46 1
35 36 2
35 47 1
36 48 1
37 38 2
37 39 2
37 40 1
37 46 1
38 39 2
38 41 1
38 47 1
39 42 1
39 48 1
40 41 2
40 42 2
40 46 1
40 55 1
41 42 2
41 47 1
41 56 1
42 48 1
42 57 1
43 44 2
43 45 2
43 46 1
44 45 2
44 47 1
45 48 1
46 47 2
46 48 2
47 48 2
49 50 2
49 51 2
49 55 1
49 58 1
50 51 2
50 56 1
50 59 1
51 57 1
51 60 1
52 53 2
52 54 2
52 55 1
53 54 2
53 56 1
54 57 1
55 56 2
55 57 2
56 57 2
58 59 2
58 60 2
59 60 2
