42 183
1 1 6
2 2 6
3 3 6
4 4 7
5 5 7
6 6 7
7 7 7
8 8 7
9 9 7
10 10 7
11 11 7
12 12 7
13 13 7
14 14 7
15 15 7
16 16 6
17 17 6
18 18 6
19 19 7
20 20 7
21 21 7
22 22 7
23 23 7
24 24 7
25 25 6
26 26 6
27 27 6
28 28 7
29 29 7
30 30 7
31 31 7
32 32 7
33 33 7
34 34 6
35 35 6
36 36 6
37 37 7
38 38 7
39 39 7
40 40 7
41 41 7
42 42 7
1 2 2
1 3 2
1 7 1
1 13 1
1 28 1
1 40 1
2 3 2
2 8 1
2 14 1
2 29 1
2 41 1
3 9 1
3 15 1
3 30 1
3 42 1
4 5 2
4 6 2
4 7 1
4 19 1
4 28 1
4 34 1
4 37 1
5 6 2
5 8 1
5 20 1
5 29 1
5 35 1
5 38 1
6 9 1
6 21 1
6 30 1
6 36 1
6 39 1
7 8 2
7 9 2
7 19 1
7 25 1
7 40 1
8 9 2
8 20 1
8 26 1
8 41 1
9 21 1
9 27 1
9 42 1
10 11 2
10 12 2
10 16 1
10 22 1
10 25 1
10 28 1
10 37 1
11 12 2
11 17 1
11 23 1
11 26 1
11 29 1
11 38 1
12 18 1
12 24 1
12 27 1
12 30 1
12 39 1
13 14 2
13 15 2
13 16 1
13 28 1
13 37 1
13 40 1
14 15 2
14 17 1
14 29 1
14 38 1
14 41 1
15 18 1
15 30 1
15 39 1
15 42 1
16 17 2
16 18 2
16 22 1
16 25 1
17 18 2
17 23 1
17 26 1
18 24 1
18 27 1
19 20 2
19 21 2
19 22 1
19 31 1
19 34 1
20 21 2
20 23 1
20 32 1
20 35 1
21 24 1
21 33 1
21 36 1
22 23 2
22 24 2
22 31 1
22 34 1
23 24 2
23 32 1
23 35 1
24 33 1
24 36 1
25 26 2
25 27 2
25 31 1
26 27 2
26 32 1
27 33 1
28 29 2
28 30 2
28 31 1
29 30 2
29 32 1
30 33 1
31 32 2
31 33 2
31 37 1
32 33 2
32 38 1
33 39 1
34 35 2
34 36 2
34 40 1
35 36 2
35 41 1
36 42 1
37 38 2
37 39 2
37 40 1
38 39 2
38 41 1
39 42 1
40 41 2
40 42 2
41 42 2
