120 528
1 1 7
2 2 7
3 3 7
4 4 6
5 5 6
6 6 6
7 7 7
8 8 7
9 9 7
10 10 7
11 11 7
12 12 7
13 13 7
14 14 7
15 15 7
16 16 6
17 17 6
18 18 6
19 19 7
20 20 7
21 21 7
22 22 7
23 23 7
24 24 7
25 25 7
26 26 7
27 27 7
28 28 7
29 29 7
30 30 7
31 31 7
32 32 7
33 33 7
34 34 7
35 35 7
36 36 7
37 37 7
38 38 7
39 39 7
40 40 7
41 41 7
42 42 7
43 43 7
44 44 7
45 45 7
46 46 6
47 47 6
48 48 6
49 49 6
50 50 6
51 51 6
52 52 7
53 53 7
54 54 7
55 55 7
56 56 7
57 57 7
58 58 7
59 59 7
60 60 7
61 61 7
62 62 7
63 63 7
64 64 7
65 65 7
66 66 7
67 67 7
68 68 7
69 69 7
70 70 6
71 71 6
72 72 6
73 73 7
74 74 7
75 75 7
76 76 6
77 77 6
78 78 6
79 79 7
80 80 7
81 81 7
82 82 7
83 83 7
84 84 7
85 85 7
86 86 7
87 87 7
88 88 7
89 89 7
90 90 7
91 91 7
92 92 7
93 93 7
94 94 7
95 95 7
96 96 7
97 97 7
98 98 7
99 99 7
100 100 6
101 101 6
102 102 6
103 103 7
104 104 7
105 105 7
106 106 7
107 107 7
108 108 7
109 109 6
110 110 6
111 111 6
112 112 7
113 113 7
114 114 7
115 115 7
116 116 7
117 117 7
118 118 7
119 119 7
120 120 7
1 2 2
1 3 2
1 13 1
1 46 1
1 61 1
1 70 1
1 82 1
2 3 2
2 14 1
2 47 1
2 62 1
2 71 1
2 83 1
3 15 1
3 48 1
3 63 1
3 72 1
3 84 1
4 5 2
4 6 2
4 16 1
4 61 1
4 91 1
4 109 1
5 6 2
5 17 1
5 62 1
5 92 1
5 110 1
6 18 1
6 63 1
6 93 1
6 111 1
7 8 2
7 9 2
7 22 1
7 37 1
7 52 1
7 100 1
7 112 1
8 9 2
8 23 1
8 38 1
8 53 1
8 101 1
8 113 1
9 24 1
9 39 1
9 54 1
9 102 1
9 114 1
10 11 2
10 12 2
10 19 1
10 28 1
10 52 1
10 103 1
10 115 1
11 12 2
11 20 1
11 29 1
11 53 1
11 104 1
11 116 1
12 21 1
12 30 1
12 54 1
12 105 1
12 117 1
13 14 2
13 15 2
13 40 1
13 43 1
13 64 1
13 100 1
14 15 2
14 41 1
14 44 1
14 65 1
14 101 1
15 42 1
15 45 1
15 66 1
15 102 1
16 17 2
16 18 2
16 76 1
16 79 1
16 85 1
17 18 2
17 77 1
17 80 1
17 86 1
18 78 1
18 81 1
18 87 1
19 20 2
19 21 2
19 31 1
19 52 1
19 79 1
19 103 1
20 21 2
20 32 1
20 53 1
20 80 1
20 104 1
21 33 1
21 54 1
21 81 1
21 105 1
22 23 2
22 24 2
22 49 1
22 61 1
22 82 1
22 85 1
23 24 2
23 50 1
23 62 1
23 83 1
23 86 1
24 51 1
24 63 1
24 84 1
24 87 1
25 26 2
25 27 2
25 34 1
25 40 1
25 52 1
25 70 1
25 118 1
26 27 2
26 35 1
26 41 1
26 53 1
26 71 1
26 119 1
27 36 1
27 42 1
27 54 1
27 72 1
27 120 1
28 29 2
28 30 2
28 34 1
28 97 1
28 100 1
28 109 1
29 30 2
29 35 1
29 98 1
29 101 1
29 110 1
30 36 1
30 99 1
30 102 1
30 111 1
31 32 2
31 33 2
31 37 1
31 58 1
31 82 1
31 118 1
32 33 2
32 38 1
32 59 1
32 83 1
32 119 1
33 39 1
33 60 1
33 84 1
33 120 1
34 35 2
34 36 2
34 82 1
34 94 1
34 97 1
35 36 2
35 83 1
35 95 1
35 98 1
36 84 1
36 96 1
36 99 1
37 38 2
37 39 2
37 49 1
37 55 1
37 76 1
38 39 2
38 50 1
38 56 1
38 77 1
39 51 1
39 57 1
39 78 1
40 41 2
40 42 2
40 73 1
40 94 1
40 106 1
41 42 2
41 74 1
41 95 1
41 107 1
42 75 1
42 96 1
42 108 1
43 44 2
43 45 2
43 67 1
43 70 1
43 94 1
43 103 1
44 45 2
44 68 1
44 71 1
44 95 1
44 104 1
45 69 1
45 72 1
45 96 1
45 105 1
46 47 2
46 48 2
46 106 1
46 112 1
46 115 1
47 48 2
47 107 1
47 113 1
47 116 1
48 108 1
48 114 1
48 117 1
49 50 2
49 51 2
49 70 1
49 112 1
50 51 2
50 71 1
50 113 1
51 72 1
51 114 1
52 53 2
52 54 2
52 118 1
53 54 2
53 119 1
54 120 1
55 56 2
55 57 2
55 67 1
55 85 1
55 88 1
55 94 1
56 57 2
56 68 1
56 86 1
56 89 1
56 95 1
57 69 1
57 87 1
57 90 1
57 96 1
58 59 2
58 60 2
58 64 1
58 79 1
58 85 1
58 106 1
59 60 2
59 65 1
59 80 1
59 86 1
59 107 1
60 66 1
60 81 1
60 87 1
60 108 1
61 62 2
61 63 2
61 91 1
61 103 1
62 63 2
62 92 1
62 104 1
63 93 1
63 105 1
64 65 2
64 66 2
64 73 1
64 106 1
64 112 1
65 66 2
65 74 1
65 107 1
65 113 1
66 75 1
66 108 1
66 114 1
67 68 2
67 69 2
67 73 1
67 103 1
67 115 1
68 69 2
68 74 1
68 104 1
68 116 1
69 75 1
69 105 1
69 117 1
70 71 2
70 72 2
71 72 2
73 74 2
73 75 2
73 79 1
73 91 1
74 75 2
74 80 1
74 92 1
75 81 1
75 93 1
76 77 2
76 78 2
76 88 1
76 97 1
77 78 2
77 89 1
77 98 1
78 90 1
78 99 1
79 80 2
79 81 2
79 109 1
80 81 2
80 110 1
81 111 1
82 83 2
82 84 2
82 115 1
83 84 2
83 116 1
84 117 1
85 86 2
85 87 2
85 91 1
86 87 2
86 92 1
87 93 1
88 89 2
88 90 2
88 97 1
88 106 1
88 118 1
89 90 2
89 98 1
89 107 1
89 119 1
90 99 1
90 108 1
90 120 1
91 92 2
91 93 2
91 112 1
92 93 2
92 113 1
93 114 1
94 95 2
94 96 2
94 115 1
95 96 2
95 116 1
96 117 1
97 98 2
97 99 2
97 118 1
98 99 2
98 119 1
99 120 1
100 101 2
100 102 2
100 109 1
101 102 2
101 110 1
102 111 1
103 104 2
103 105 2
104 105 2
106 107 2
106 108 2
107 108 2
109 110 2
109 111 2
110 111 2
112 113 2
112 114 2
113 114 2
115 116 2
115 117 2
116 117 2
118 119 2
118 120 2
119 120 2
