60 255
1 1 7
2 2 7
3 3 7
4 4 6
5 5 6
6 6 6
7 7 6
8 8 6
9 9 6
10 10 6
11 11 6
12 12 6
13 13 7
14 14 7
15 15 7
16 16 7
17 17 7
18 18 7
19 19 7
20 20 7
21 21 7
22 22 6
23 23 6
24 24 6
25 25 7
26 26 7
27 27 7
28 28 7
29 29 7
30 30 7
31 31 7
32 32 7
33 33 7
34 34 7
35 35 7
36 36 7
37 37 6
38 38 6
39 39 6
40 40 7
41 41 7
42 42 7
43 43 5
44 44 5
45 45 5
46 46 7
47 47 7
48 48 7
49 49 6
50 50 6
51 51 6
52 52 6
53 53 6
54 54 6
55 55 7
56 56 7
57 57 7
58 58 6
59 59 6
60 60 6
1 2 2
1 3 2
1 4 1
1 16 1
1 22 1
1 31 1
1 49 1
2 3 2
2 5 1
2 17 1
2 23 1
2 32 1
2 50 1
3 6 1
3 18 1
3 24 1
3 33 1
3 51 1
4 5 2
4 6 2
4 28 1
4 40 1
4 52 1
5 6 2
5 29 1
5 41 1
5 53 1
6 30 1
6 42 1
6 54 1
7 8 2
7 9 2
7 19 1
7 25 1
7 31 1
7 34 1
8 9 2
8 20 1
8 26 1
8 32 1
8 35 1
9 21 1
9 27 1
9 33 1
9 36 1
10 11 2
10 12 2
10 13 1
10 34 1
10 43 1
10 52 1
11 12 2
11 14 1
11 35 1
11 44 1
11 53 1
12 15 1
12 36 1
12 45 1
12 54 1
13 14 2
13 15 2
13 28 1
13 40 1
13 49 1
13 58 1
14 15 2
14 29 1
14 41 1
14 50 1
14 59 1
15 30 1
15 42 1
15 51 1
15 60 1
16 17 2
16 18 2
16 34 1
16 37 1
16 46 1
16 55 1
17 18 2
17 35 1
17 38 1
17 47 1
17 56 1
18 36 1
18 39 1
18 48 1
18 57 1
19 20 2
19 21 2
19 31 1
19 43 1
19 49 1
19 58 1
20 21 2
20 32 1
20 44 1
20 50 1
20 59 1
21 33 1
21 45 1
21 51 1
21 60 1
22 23 2
22 24 2
22 28 1
22 40 1
22 46 1
23 24 2
23 29 1
23 41 1
23 47 1
24 30 1
24 42 1
24 48 1
25 26 2
25 27 2
25 31 1
25 34 1
25 37 1
25 55 1
26 27 2
26 32 1
26 35 1
26 38 1
26 56 1
27 33 1
27 36 1
27 39 1
27 57 1
28 29 2
28 30 2
28 46 1
28 55 1
29 30 2
29 47 1
29 56 1
30 48 1
30 57 1
31 32 2
31 33 2
31 49 1
32 33 2
32 50 1
33 51 1
34 35 2
34 36 2
34 40 1
35 36 2
35 41 1
36 42 1
37 38 2
37 39 2
37 46 1
37 52 1
38 39 2
38 47 1
38 53 1
39 48 1
39 54 1
40 41 2
40 42 2
40 43 1
41 42 2
41 44 1
42 45 1
43 44 2
43 45 2
44 45 2
46 47 2
46 48 2
46 58 1
47 48 2
47 59 1
48 60 1
49 50 2
49 51 2
50 51 2
52 53 2
52 54 2
52 55 1
53 54 2
53 56 1
54 57 1
55 56 2
55 57 2
55 58 1
56 57 2
56 59 1
57 60 1
58 59 2
58 60 2
59 60 2
