96 414
1 1 7
2 2 7
3 3 7
4 4 7
5 5 7
6 6 7
7 7 6
8 8 6
9 9 6
10 10 7
11 11 7
12 12 7
13 13 7
14 14 7
15 15 7
16 16 7
17 17 7
18 18 7
19 19 7
20 20 7
21 21 7
22 22 7
23 23 7
24 24 7
25 25 7
26 26 7
27 27 7
28 28 6
29 29 6
30 30 6
31 31 6
32 32 6
33 33 6
34 34 7
35 35 7
36 36 7
37 37 7
38 38 7
39 39 7
40 40 7
41 41 7
42 42 7
43 43 7
44 44 7
45 45 7
46 46 7
47 47 7
48 48 7
49 49 6
50 50 6
51 51 6
52 52 7
53 53 7
54 54 7
55 55 6
56 56 6
57 57 6
58 58 7
59 59 7
60 60 7
61 61 7
62 62 7
63 63 7
64 64 7
65 65 7
66 66 7
67 67 5
68 68 5
69 69 5
70 70 7
71 71 7
72 72 7
73 73 7
74 74 7
75 75 7
76 76 6
77 77 6
78 78 6
79 79 5
80 80 5
81 81 5
82 82 6
83 83 6
84 84 6
85 85 6
86 86 6
87 87 6
88 88 7
89 89 7
90 90 7
91 91 7
92 92 7
93 93 7
94 94 7
95 95 7
96 96 7
1 2 2
1 3 2
1 28 1
1 58 1
1 76 1
1 85 1
1 91 1
2 3 2
2 29 1
2 59 1
2 77 1
2 86 1
2 92 1
3 30 1
3 60 1
3 78 1
3 87 1
3 93 1
4 5 2
4 6 2
4 25 1
4 28 1
4 43 1
4 67 1
4 94 1
5 6 2
5 26 1
5 29 1
5 44 1
5 68 1
5 95 1
6 27 1
6 30 1
6 45 1
6 69 1
6 96 1
7 8 2
7 9 2
7 13 1
7 34 1
7 52 1
7 73 1
8 9 2
8 14 1
8 35 1
8 53 1
8 74 1
9 15 1
9 36 1
9 54 1
9 75 1
10 11 2
10 12 2
10 31 1
10 37 1
10 52 1
10 64 1
10 82 1
11 12 2
11 32 1
11 38 1
11 53 1
11 65 1
11 83 1
12 33 1
12 39 1
12 54 1
12 66 1
12 84 1
13 14 2
13 15 2
13 31 1
13 58 1
13 73 1
13 76 1
14 15 2
14 32 1
14 59 1
14 74 1
14 77 1
15 33 1
15 60 1
15 75 1
15 78 1
16 17 2
16 18 2
16 19 1
16 67 1
16 70 1
16 76 1
16 82 1
17 18 2
17 20 1
17 68 1
17 71 1
17 77 1
17 83 1
18 21 1
18 69 1
18 72 1
18 78 1
18 84 1
19 20 2
19 21 2
19 25 1
19 40 1
19 61 1
19 91 1
20 21 2
20 26 1
20 41 1
20 62 1
20 92 1
21 27 1
21 42 1
21 63 1
21 93 1
22 23 2
22 24 2
22 31 1
22 43 1
22 61 1
22 70 1
22 91 1
23 24 2
23 32 1
23 44 1
23 62 1
23 71 1
23 92 1
24 33 1
24 45 1
24 63 1
24 72 1
24 93 1
25 26 2
25 27 2
25 34 1
25 49 1
25 88 1
26 27 2
26 35 1
26 50 1
26 89 1
27 36 1
27 51 1
27 90 1
28 29 2
28 30 2
28 37 1
28 58 1
29 30 2
29 38 1
29 59 1
30 39 1
30 60 1
31 32 2
31 33 2
31 37 1
32 33 2
32 38 1
33 39 1
34 35 2
34 36 2
34 40 1
34 70 1
34 85 1
35 36 2
35 41 1
35 71 1
35 86 1
36 42 1
36 72 1
36 87 1
37 38 2
37 39 2
37 64 1
37 88 1
38 39 2
38 65 1
38 89 1
39 66 1
39 90 1
40 41 2
40 42 2
40 73 1
40 82 1
40 94 1
41 42 2
41 74 1
41 83 1
41 95 1
42 75 1
42 84 1
42 96 1
43 44 2
43 45 2
43 46 1
43 55 1
43 91 1
44 45 2
44 47 1
44 56 1
44 92 1
45 48 1
45 57 1
45 93 1
46 47 2
46 48 2
46 55 1
46 73 1
46 79 1
46 88 1
47 48 2
47 56 1
47 74 1
47 80 1
47 89 1
48 57 1
48 75 1
48 81 1
48 90 1
49 50 2
49 51 2
49 64 1
49 67 1
49 79 1
50 51 2
50 65 1
50 68 1
50 80 1
51 66 1
51 69 1
51 81 1
52 53 2
52 54 2
52 61 1
52 76 1
52 88 1
53 54 2
53 62 1
53 77 1
53 89 1
54 63 1
54 78 1
54 90 1
55 56 2
55 57 2
55 61 1
55 70 1
56 57 2
56 62 1
56 71 1
57 63 1
57 72 1
58 59 2
58 60 2
58 82 1
58 91 1
59 60 2
59 83 1
59 92 1
60 84 1
60 93 1
61 62 2
61 63 2
61 88 1
62 63 2
62 89 1
63 90 1
64 65 2
64 66 2
64 70 1
64 94 1
65 66 2
65 71 1
65 95 1
66 72 1
66 96 1
67 68 2
67 69 2
68 69 2
70 71 2
70 72 2
71 72 2
73 74 2
73 75 2
73 85 1
74 75 2
74 86 1
75 87 1
76 77 2
76 78 2
77 78 2
79 80 2
79 81 2
79 94 1
80 81 2
80 95 1
81 96 1
82 83 2
82 84 2
83 84 2
85 86 2
85 87 2
85 94 1
86 87 2
86 95 1
87 96 1
88 89 2
88 90 2
89 90 2
91 92 2
91 93 2
92 93 2
94 95 2
94 96 2
95 96 2
