42 183
1 1 7
2 2 7
3 3 7
4 4 6
5 5 6
6 6 6
7 7 6
8 8 6
9 9 6
10 10 7
11 11 7
12 12 7
13 13 7
14 14 7
15 15 7
16 16 7
17 17 7
18 18 7
19 19 6
20 20 6
21 21 6
22 22 7
23 23 7
24 24 7
25 25 7
26 26 7
27 27 7
28 28 7
29 29 7
30 30 7
31 31 7
32 32 7
33 33 7
34 34 7
35 35 7
36 36 7
37 37 6
38 38 6
39 39 6
40 40 7
41 41 7
42 42 7
1 2 2
1 3 2
1 10 1
1 16 1
1 22 1
1 31 1
1 40 1
2 3 2
2 11 1
2 17 1
2 23 1
2 32 1
2 41 1
3 12 1
3 18 1
3 24 1
3 33 1
3 42 1
4 5 2
4 6 2
4 10 1
4 13 1
4 19 1
4 34 1
5 6 2
5 11 1
5 14 1
5 20 1
5 35 1
6 12 1
6 15 1
6 21 1
6 36 1
7 8 2
7 9 2
7 13 1
7 31 1
7 34 1
7 40 1
8 9 2
8 14 1
8 32 1
8 35 1
8 41 1
9 15 1
9 33 1
9 36 1
9 42 1
10 11 2
10 12 2
10 22 1
10 25 1
10 40 1
11 12 2
11 23 1
11 26 1
11 41 1
12 24 1
12 27 1
12 42 1
13 14 2
13 15 2
13 16 1
13 28 1
13 37 1
14 15 2
14 17 1
14 29 1
14 38 1
15 18 1
15 30 1
15 39 1
16 17 2
16 18 2
16 22 1
16 25 1
16 28 1
17 18 2
17 23 1
17 26 1
17 29 1
18 24 1
18 27 1
18 30 1
19 20 2
19 21 2
19 25 1
19 31 1
19 40 1
20 21 2
20 26 1
20 32 1
20 41 1
21 27 1
21 33 1
21 42 1
22 23 2
22 24 2
22 28 1
22 31 1
23 24 2
23 29 1
23 32 1
24 30 1
24 33 1
25 26 2
25 27 2
25 28 1
25 37 1
26 27 2
26 29 1
26 38 1
27 30 1
27 39 1
28 29 2
28 30 2
28 34 1
29 30 2
29 35 1
30 36 1
31 32 2
31 33 2
31 37 1
32 33 2
32 38 1
33 39 1
34 35 2
34 36 2
34 37 1
34 40 1
35 36 2
35 38 1
35 41 1
36 39 1
36 42 1
37 38 2
37 39 2
38 39 2
40 41 2
40 42 2
41 42 2
