78 342
1 1 7
2 2 7
3 3 7
4 4 7
5 5 7
6 6 7
7 7 7
8 8 7
9 9 7
10 10 7
11 11 7
12 12 7
13 13 7
14 14 7
15 15 7
16 16 7
17 17 7
18 18 7
19 19 7
20 20 7
21 21 7
22 22 6
23 23 6
24 24 6
25 25 7
26 26 7
27 27 7
28 28 7
29 29 7
30 30 7
31 31 7
32 32 7
33 33 7
34 34 6
35 35 6
36 36 6
37 37 7
38 38 7
39 39 7
40 40 7
41 41 7
42 42 7
43 43 7
44 44 7
45 45 7
46 46 7
47 47 7
48 48 7
49 49 6
50 50 6
51 51 6
52 52 7
53 53 7
54 54 7
55 55 7
56 56 7
57 57 7
58 58 7
59 59 7
60 60 7
61 61 6
62 62 6
63 63 6
64 64 7
65 65 7
66 66 7
67 67 6
68 68 6
69 69 6
70 70 7
71 71 7
72 72 7
73 73 7
74 74 7
75 75 7
76 76 6
77 77 6
78 78 6
1 2 2
1 3 2
1 19 1
1 31 1
1 37 1
1 40 1
1 46 1
2 3 2
2 20 1
2 32 1
2 38 1
2 41 1
2 47 1
3 21 1
3 33 1
3 39 1
3 42 1
3 48 1
4 5 2
4 6 2
4 7 1
4 19 1
4 43 1
4 46 1
4 76 1
5 6 2
5 8 1
5 20 1
5 44 1
5 47 1
5 77 1
6 9 1
6 21 1
6 45 1
6 48 1
6 78 1
7 8 2
7 9 2
7 16 1
7 25 1
7 49 1
7 55 1
8 9 2
8 17 1
8 26 1
8 50 1
8 56 1
9 18 1
9 27 1
9 51 1
9 57 1
10 11 2
10 12 2
10 16 1
10 37 1
10 40 1
10 58 1
10 64 1
11 12 2
11 17 1
11 38 1
11 41 1
11 59 1
11 65 1
12 18 1
12 39 1
12 42 1
12 60 1
12 66 1
13 14 2
13 15 2
13 22 1
13 34 1
13 49 1
13 61 1
13 70 1
14 15 2
14 23 1
14 35 1
14 50 1
14 62 1
14 71 1
15 24 1
15 36 1
15 51 1
15 63 1
15 72 1
16 17 2
16 18 2
16 55 1
16 58 1
16 70 1
17 18 2
17 56 1
17 59 1
17 71 1
18 57 1
18 60 1
18 72 1
19 20 2
19 21 2
19 28 1
19 58 1
19 64 1
20 21 2
20 29 1
20 59 1
20 65 1
21 30 1
21 60 1
21 66 1
22 23 2
22 24 2
22 31 1
22 64 1
22 73 1
23 24 2
23 32 1
23 65 1
23 74 1
24 33 1
24 66 1
24 75 1
25 26 2
25 27 2
25 34 1
25 37 1
25 67 1
25 70 1
26 27 2
26 35 1
26 38 1
26 68 1
26 71 1
27 36 1
27 39 1
27 69 1
27 72 1
28 29 2
28 30 2
28 40 1
28 55 1
28 67 1
28 73 1
29 30 2
29 41 1
29 56 1
29 68 1
29 74 1
30 42 1
30 57 1
30 69 1
30 75 1
31 32 2
31 33 2
31 40 1
31 52 1
31 64 1
32 33 2
32 41 1
32 53 1
32 65 1
33 42 1
33 54 1
33 66 1
34 35 2
34 36 2
34 52 1
34 76 1
35 36 2
35 53 1
35 77 1
36 54 1
36 78 1
37 38 2
37 39 2
37 43 1
37 46 1
38 39 2
38 44 1
38 47 1
39 45 1
39 48 1
40 41 2
40 42 2
40 52 1
41 42 2
41 53 1
42 54 1
43 44 2
43 45 2
43 49 1
43 67 1
43 73 1
44 45 2
44 50 1
44 68 1
44 74 1
45 51 1
45 69 1
45 75 1
46 47 2
46 48 2
46 52 1
46 61 1
47 48 2
47 53 1
47 62 1
48 54 1
48 63 1
49 50 2
49 51 2
49 58 1
50 51 2
50 59 1
51 60 1
52 53 2
52 54 2
52 55 1
53 54 2
53 56 1
54 57 1
55 56 2
55 57 2
55 61 1
56 57 2
56 62 1
57 63 1
58 59 2
58 60 2
58 76 1
59 60 2
59 77 1
60 78 1
61 62 2
61 63 2
61 64 1
62 63 2
62 65 1
63 66 1
64 65 2
64 66 2
65 66 2
67 68 2
67 69 2
67 73 1
68 69 2
68 74 1
69 75 1
70 71 2
70 72 2
70 73 1
70 76 1
71 72 2
71 74 1
71 77 1
72 75 1
72 78 1
73 74 2
73 75 2
74 75 2
76 77 2
76 78 2
77 78 2
