60 258
1 1 6
2 2 6
3 3 6
4 4 7
5 5 7
6 6 7
7 7 7
8 8 7
9 9 7
10 10 6
11 11 6
12 12 6
13 13 7
14 14 7
15 15 7
16 16 6
17 17 6
18 18 6
19 19 6
20 20 6
21 21 6
22 22 7
23 23 7
24 24 7
25 25 6
26 26 6
27 27 6
28 28 6
29 29 6
30 30 6
31 31 7
32 32 7
33 33 7
34 34 6
35 35 6
36 36 6
37 37 7
38 38 7
39 39 7
40 40 7
41 41 7
42 42 7
43 43 7
44 44 7
45 45 7
46 46 7
47 47 7
48 48 7
49 49 7
50 50 7
51 51 7
52 52 7
53 53 7
54 54 7
55 55 7
56 56 7
57 57 7
58 58 6
59 59 6
60 60 6
1 2 2
1 3 2
1 7 1
1 16 1
1 22 1
1 31 1
2 3 2
2 8 1
2 17 1
2 23 1
2 32 1
3 9 1
3 18 1
3 24 1
3 33 1
4 5 2
4 6 2
4 10 1
4 31 1
4 40 1
4 46 1
4 49 1
5 6 2
5 11 1
5 32 1
5 41 1
5 47 1
5 50 1
6 12 1
6 33 1
6 42 1
6 48 1
6 51 1
7 8 2
7 9 2
7 10 1
7 13 1
7 37 1
7 40 1
8 9 2
8 11 1
8 14 1
8 38 1
8 41 1
9 12 1
9 15 1
9 39 1
9 42 1
10 11 2
10 12 2
10 52 1
10 55 1
11 12 2
11 53 1
11 56 1
12 54 1
12 57 1
13 14 2
13 15 2
13 16 1
13 46 1
13 52 1
13 55 1
14 15 2
14 17 1
14 47 1
14 53 1
14 56 1
15 18 1
15 48 1
15 54 1
15 57 1
16 17 2
16 18 2
16 22 1
16 55 1
17 18 2
17 23 1
17 56 1
18 24 1
18 57 1
19 20 2
19 21 2
19 25 1
19 31 1
19 34 1
19 43 1
20 21 2
20 26 1
20 32 1
20 35 1
20 44 1
21 27 1
21 33 1
21 36 1
21 45 1
22 23 2
22 24 2
22 25 1
22 28 1
22 37 1
23 24 2
23 26 1
23 29 1
23 38 1
24 27 1
24 30 1
24 39 1
25 26 2
25 27 2
25 55 1
25 58 1
26 27 2
26 56 1
26 59 1
27 57 1
27 60 1
28 29 2
28 30 2
28 31 1
28 49 1
28 58 1
29 30 2
29 32 1
29 50 1
29 59 1
30 33 1
30 51 1
30 60 1
31 32 2
31 33 2
31 34 1
32 33 2
32 35 1
33 36 1
34 35 2
34 36 2
34 37 1
34 40 1
35 36 2
35 38 1
35 41 1
36 39 1
36 42 1
37 38 2
37 39 2
37 43 1
37 46 1
38 39 2
38 44 1
38 47 1
39 45 1
39 48 1
40 41 2
40 42 2
40 43 1
40 52 1
41 42 2
41 44 1
41 53 1
42 45 1
42 54 1
43 44 2
43 45 2
43 46 1
43 52 1
44 45 2
44 47 1
44 53 1
45 48 1
45 54 1
46 47 2
46 48 2
46 58 1
47 48 2
47 59 1
48 60 1
49 50 2
49 51 2
49 52 1
49 55 1
49 58 1
50 51 2
50 53 1
50 56 1
50 59 1
51 54 1
51 57 1
51 60 1
52 53 2
52 54 2
53 54 2
55 56 2
55 57 2
56 57 2
58 59 2
58 60 2
59 60 2
