78 342
1 1 6
2 2 6
3 3 6
4 4 7
5 5 7
6 6 7
7 7 7
8 8 7
9 9 7
10 10 7
11 11 7
12 12 7
13 13 7
14 14 7
15 15 7
16 16 7
17 17 7
18 18 7
19 19 7
20 20 7
21 21 7
22 22 6
23 23 6
24 24 6
25 25 6
26 26 6
27 27 6
28 28 7
29 29 7
30 30 7
31 31 5
32 32 5
33 33 5
34 34 7
35 35 7
36 36 7
37 37 7
38 38 7
39 39 7
40 40 7
41 41 7
42 42 7
43 43 7
44 44 7
45 45 7
46 46 7
47 47 7
48 48 7
49 49 7
50 50 7
51 51 7
52 52 7
53 53 7
54 54 7
55 55 7
56 56 7
57 57 7
58 58 7
59 59 7
60 60 7
61 61 7
62 62 7
63 63 7
64 64 7
65 65 7
66 66 7
67 67 7
68 68 7
69 69 7
70 70 7
71 71 7
72 72 7
73 73 6
74 74 6
75 75 6
76 76 7
77 77 7
78 78 7
1 2 2
1 3 2
1 28 1
1 40 1
1 46 1
1 49 1
2 3 2
2 29 1
2 41 1
2 47 1
2 50 1
3 30 1
3 42 1
3 48 1
3 51 1
4 5 2
4 6 2
4 49 1
4 52 1
4 58 1
4 61 1
4 64 1
5 6 2
5 50 1
5 53 1
5 59 1
5 62 1
5 65 1
6 51 1
6 54 1
6 60 1
6 63 1
6 66 1
7 8 2
7 9 2
7 13 1
7 19 1
7 37 1
7 43 1
7 49 1
8 9 2
8 14 1
8 20 1
8 38 1
8 44 1
8 50 1
9 15 1
9 21 1
9 39 1
9 45 1
9 51 1
10 11 2
10 12 2
10 19 1
10 46 1
10 52 1
10 67 1
10 73 1
11 12 2
11 20 1
11 47 1
11 53 1
11 68 1
11 74 1
12 21 1
12 48 1
12 54 1
12 69 1
12 75 1
13 14 2
13 15 2
13 22 1
13 37 1
13 61 1
13 70 1
14 15 2
14 23 1
14 38 1
14 62 1
14 71 1
15 24 1
15 39 1
15 63 1
15 72 1
16 17 2
16 18 2
16 34 1
16 43 1
16 46 1
16 55 1
16 61 1
17 18 2
17 35 1
17 44 1
17 47 1
17 56 1
17 62 1
18 36 1
18 45 1
18 48 1
18 57 1
18 63 1
19 20 2
19 21 2
19 25 1
19 37 1
19 55 1
20 21 2
20 26 1
20 38 1
20 56 1
21 27 1
21 39 1
21 57 1
22 23 2
22 24 2
22 28 1
22 55 1
22 76 1
23 24 2
23 29 1
23 56 1
23 77 1
24 30 1
24 57 1
24 78 1
25 26 2
25 27 2
25 52 1
25 55 1
25 58 1
26 27 2
26 53 1
26 56 1
26 59 1
27 54 1
27 57 1
27 60 1
28 29 2
28 30 2
28 31 1
28 34 1
28 49 1
29 30 2
29 32 1
29 35 1
29 50 1
30 33 1
30 36 1
30 51 1
31 32 2
31 33 2
31 37 1
31 61 1
32 33 2
32 38 1
32 62 1
33 39 1
33 63 1
34 35 2
34 36 2
34 40 1
34 58 1
34 67 1
35 36 2
35 41 1
35 59 1
35 68 1
36 42 1
36 60 1
36 69 1
37 38 2
37 39 2
37 76 1
38 39 2
38 77 1
39 78 1
40 41 2
40 42 2
40 43 1
40 61 1
40 64 1
41 42 2
41 44 1
41 62 1
41 65 1
42 45 1
42 63 1
42 66 1
43 44 2
43 45 2
43 46 1
43 64 1
44 45 2
44 47 1
44 65 1
45 48 1
45 66 1
46 47 2
46 48 2
46 76 1
47 48 2
47 77 1
48 78 1
49 50 2
49 51 2
49 64 1
50 51 2
50 65 1
51 66 1
52 53 2
52 54 2
52 64 1
52 67 1
53 54 2
53 65 1
53 68 1
54 66 1
54 69 1
55 56 2
55 57 2
55 73 1
56 57 2
56 74 1
57 75 1
58 59 2
58 60 2
58 67 1
58 70 1
59 60 2
59 68 1
59 71 1
60 69 1
60 72 1
61 62 2
61 63 2
62 63 2
64 65 2
64 66 2
65 66 2
67 68 2
67 69 2
67 70 1
68 69 2
68 71 1
69 72 1
70 71 2
70 72 2
70 73 1
70 76 1
71 72 2
71 74 1
71 77 1
72 75 1
72 78 1
73 74 2
73 75 2
73 76 1
74 75 2
74 77 1
75 78 1
76 77 2
76 78 2
77 78 2
