78 342
1 1 7
2 2 7
3 3 7
4 4 7
5 5 7
6 6 7
7 7 6
8 8 6
9 9 6
10 10 7
11 11 7
12 12 7
13 13 7
14 14 7
15 15 7
16 16 7
17 17 7
18 18 7
19 19 7
20 20 7
21 21 7
22 22 7
23 23 7
24 24 7
25 25 7
26 26 7
27 27 7
28 28 7
29 29 7
30 30 7
31 31 7
32 32 7
33 33 7
34 34 7
35 35 7
36 36 7
37 37 6
38 38 6
39 39 6
40 40 6
41 41 6
42 42 6
43 43 6
44 44 6
45 45 6
46 46 7
47 47 7
48 48 7
49 49 6
50 50 6
51 51 6
52 52 6
53 53 6
54 54 6
55 55 7
56 56 7
57 57 7
58 58 7
59 59 7
60 60 7
61 61 7
62 62 7
63 63 7
64 64 7
65 65 7
66 66 7
67 67 7
68 68 7
69 69 7
70 70 7
71 71 7
72 72 7
73 73 7
74 74 7
75 75 7
76 76 7
77 77 7
78 78 7
1 2 2
1 3 2
1 4 1
1 28 1
1 34 1
1 67 1
1 70 1
2 3 2
2 5 1
2 29 1
2 35 1
2 68 1
2 71 1
3 6 1
3 30 1
3 36 1
3 69 1
3 72 1
4 5 2
4 6 2
4 22 1
4 49 1
4 55 1
4 76 1
5 6 2
5 23 1
5 50 1
5 56 1
5 77 1
6 24 1
6 51 1
6 57 1
6 78 1
7 8 2
7 9 2
7 34 1
7 37 1
7 49 1
7 64 1
8 9 2
8 35 1
8 38 1
8 50 1
8 65 1
9 36 1
9 39 1
9 51 1
9 66 1
10 11 2
10 12 2
10 16 1
10 25 1
10 28 1
10 55 1
10 58 1
11 12 2
11 17 1
11 26 1
11 29 1
11 56 1
11 59 1
12 18 1
12 27 1
12 30 1
12 57 1
12 60 1
13 14 2
13 15 2
13 31 1
13 58 1
13 61 1
13 64 1
13 67 1
14 15 2
14 32 1
14 59 1
14 62 1
14 65 1
14 68 1
15 33 1
15 60 1
15 63 1
15 66 1
15 69 1
16 17 2
16 18 2
16 43 1
16 49 1
16 55 1
16 73 1
17 18 2
17 44 1
17 50 1
17 56 1
17 74 1
18 45 1
18 51 1
18 57 1
18 75 1
19 20 2
19 21 2
19 34 1
19 37 1
19 43 1
19 67 1
19 73 1
20 21 2
20 35 1
20 38 1
20 44 1
20 68 1
20 74 1
21 36 1
21 39 1
21 45 1
21 69 1
21 75 1
22 23 2
22 24 2
22 52 1
22 70 1
22 73 1
22 76 1
23 24 2
23 53 1
23 71 1
23 74 1
23 77 1
24 54 1
24 72 1
24 75 1
24 78 1
25 26 2
25 27 2
25 28 1
25 40 1
25 49 1
25 58 1
26 27 2
26 29 1
26 41 1
26 50 1
26 59 1
27 30 1
27 42 1
27 51 1
27 60 1
28 29 2
28 30 2
28 61 1
28 67 1
29 30 2
29 62 1
29 68 1
30 63 1
30 69 1
31 32 2
31 33 2
31 37 1
31 43 1
31 46 1
31 52 1
32 33 2
32 38 1
32 44 1
32 47 1
32 53 1
33 39 1
33 45 1
33 48 1
33 54 1
34 35 2
34 36 2
34 67 1
34 76 1
35 36 2
35 68 1
35 77 1
36 69 1
36 78 1
37 38 2
37 39 2
37 70 1
38 39 2
38 71 1
39 72 1
40 41 2
40 42 2
40 52 1
40 61 1
40 70 1
41 42 2
41 53 1
41 62 1
41 71 1
42 54 1
42 63 1
42 72 1
43 44 2
43 45 2
43 64 1
44 45 2
44 65 1
45 66 1
46 47 2
46 48 2
46 52 1
46 55 1
46 64 1
46 73 1
47 48 2
47 53 1
47 56 1
47 65 1
47 74 1
48 54 1
48 57 1
48 66 1
48 75 1
49 50 2
49 51 2
50 51 2
52 53 2
52 54 2
53 54 2
55 56 2
55 57 2
55 76 1
56 57 2
56 77 1
57 78 1
58 59 2
58 60 2
58 61 1
58 70 1
59 60 2
59 62 1
59 71 1
60 63 1
60 72 1
61 62 2
61 63 2
61 64 1
62 63 2
62 65 1
63 66 1
64 65 2
64 66 2
65 66 2
67 68 2
67 69 2
68 69 2
70 71 2
70 72 2
71 72 2
73 74 2
73 75 2
73 76 1
74 75 2
74 77 1
75 78 1
76 77 2
76 78 2
77 78 2
