21 81
1 1 5
2 2 5
3 3 5
4 4 6
5 5 6
6 6 6
7 7 6
8 8 6
9 9 6
10 10 6
11 11 6
12 12 6
13 13 6
14 14 6
15 15 6
16 16 5
17 17 5
18 18 5
19 19 6
20 20 6
21 21 6
1 2 2
1 3 2
1 7 1
1 10 1
1 19 1
2 3 2
2 8 1
2 11 1
2 20 1
3 9 1
3 12 1
3 21 1
4 5 2
4 6 2
4 7 1
4 10 1
4 13 1
4 19 1
5 6 2
5 8 1
5 11 1
5 14 1
5 20 1
6 9 1
6 12 1
6 15 1
6 21 1
7 8 2
7 9 2
7 13 1
7 16 1
8 9 2
8 14 1
8 17 1
9 15 1
9 18 1
10 11 2
10 12 2
10 13 1
10 19 1
11 12 2
11 14 1
11 20 1
12 15 1
12 21 1
13 14 2
13 15 2
13 16 1
14 15 2
14 17 1
15 18 1
16 17 2
16 18 2
16 19 1
17 18 2
17 20 1
18 21 1
19 20 2
19 21 2
20 21 2
