78 336
1 1 7
2 2 7
3 3 7
4 4 7
5 5 7
6 6 7
7 7 7
8 8 7
9 9 7
10 10 7
11 11 7
12 12 7
13 13 7
14 14 7
15 15 7
16 16 6
17 17 6
18 18 6
19 19 7
20 20 7
21 21 7
22 22 7
23 23 7
24 24 7
25 25 7
26 26 7
27 27 7
28 28 7
29 29 7
30 30 7
31 31 6
32 32 6
33 33 6
34 34 7
35 35 7
36 36 7
37 37 7
38 38 7
39 39 7
40 40 6
41 41 6
42 42 6
43 43 7
44 44 7
45 45 7
46 46 6
47 47 6
48 48 6
49 49 7
50 50 7
51 51 7
52 52 6
53 53 6
54 54 6
55 55 7
56 56 7
57 57 7
58 58 7
59 59 7
60 60 7
61 61 7
62 62 7
63 63 7
64 64 7
65 65 7
66 66 7
67 67 6
68 68 6
69 69 6
70 70 5
71 71 5
72 72 5
73 73 6
74 74 6
75 75 6
76 76 6
77 77 6
78 78 6
1 2 2
1 3 2
1 4 1
1 10 1
1 28 1
1 55 1
1 61 1
2 3 2
2 5 1
2 11 1
2 29 1
2 56 1
2 62 1
3 6 1
3 12 1
3 30 1
3 57 1
3 63 1
4 5 2
4 6 2
4 13 1
4 25 1
4 52 1
4 73 1
5 6 2
5 14 1
5 26 1
5 53 1
5 74 1
6 15 1
6 27 1
6 54 1
6 75 1
7 8 2
7 9 2
7 10 1
7 22 1
7 58 1
7 64 1
7 76 1
8 9 2
8 11 1
8 23 1
8 59 1
8 65 1
8 77 1
9 12 1
9 24 1
9 60 1
9 66 1
9 78 1
10 11 2
10 12 2
10 13 1
10 28 1
10 70 1
11 12 2
11 14 1
11 29 1
11 71 1
12 15 1
12 30 1
12 72 1
13 14 2
13 15 2
13 28 1
13 34 1
13 37 1
14 15 2
14 29 1
14 35 1
14 38 1
15 30 1
15 36 1
15 39 1
16 17 2
16 18 2
16 19 1
16 25 1
16 58 1
16 61 1
17 18 2
17 20 1
17 26 1
17 59 1
17 62 1
18 21 1
18 27 1
18 60 1
18 63 1
19 20 2
19 21 2
19 37 1
19 46 1
19 49 1
19 61 1
20 21 2
20 38 1
20 47 1
20 50 1
20 62 1
21 39 1
21 48 1
21 51 1
21 63 1
22 23 2
22 24 2
22 31 1
22 34 1
22 49 1
22 58 1
23 24 2
23 32 1
23 35 1
23 50 1
23 59 1
24 33 1
24 36 1
24 51 1
24 60 1
25 26 2
25 27 2
25 40 1
25 67 1
25 70 1
26 27 2
26 41 1
26 68 1
26 71 1
27 42 1
27 69 1
27 72 1
28 29 2
28 30 2
28 46 1
28 52 1
29 30 2
29 47 1
29 53 1
30 48 1
30 54 1
31 32 2
31 33 2
31 40 1
31 58 1
31 67 1
32 33 2
32 41 1
32 59 1
32 68 1
33 42 1
33 60 1
33 69 1
34 35 2
34 36 2
34 43 1
34 55 1
34 70 1
35 36 2
35 44 1
35 56 1
35 71 1
36 45 1
36 57 1
36 72 1
37 38 2
37 39 2
37 64 1
37 67 1
37 76 1
38 39 2
38 65 1
38 68 1
38 77 1
39 66 1
39 69 1
39 78 1
40 41 2
40 42 2
40 55 1
40 64 1
41 42 2
41 56 1
41 65 1
42 57 1
42 66 1
43 44 2
43 45 2
43 46 1
43 52 1
43 55 1
43 61 1
44 45 2
44 47 1
44 53 1
44 56 1
44 62 1
45 48 1
45 54 1
45 57 1
45 63 1
46 47 2
46 48 2
46 73 1
47 48 2
47 74 1
48 75 1
49 50 2
49 51 2
49 58 1
49 64 1
49 76 1
50 51 2
50 59 1
50 65 1
50 77 1
51 60 1
51 66 1
51 78 1
52 53 2
52 54 2
52 61 1
53 54 2
53 62 1
54 63 1
55 56 2
55 57 2
55 67 1
56 57 2
56 68 1
57 69 1
58 59 2
58 60 2
59 60 2
61 62 2
61 63 2
62 63 2
64 65 2
64 66 2
64 73 1
65 66 2
65 74 1
66 75 1
67 68 2
67 69 2
68 69 2
70 71 2
70 72 2
71 72 2
73 74 2
73 75 2
73 76 1
74 75 2
74 77 1
75 78 1
76 77 2
76 78 2
77 78 2
