42 183
1 1 7
2 2 7
3 3 7
4 4 7
5 5 7
6 6 7
7 7 6
8 8 6
9 9 6
10 10 7
11 11 7
12 12 7
13 13 7
14 14 7
15 15 7
16 16 7
17 17 7
18 18 7
19 19 7
20 20 7
21 21 7
22 22 5
23 23 5
24 24 5
25 25 7
26 26 7
27 27 7
28 28 7
29 29 7
30 30 7
31 31 7
32 32 7
33 33 7
34 34 7
35 35 7
36 36 7
37 37 6
38 38 6
39 39 6
40 40 7
41 41 7
42 42 7
1 2 2
1 3 2
1 10 1
1 13 1
1 22 1
1 28 1
1 37 1
2 3 2
2 11 1
2 14 1
2 23 1
2 29 1
2 38 1
3 12 1
3 15 1
3 24 1
3 30 1
3 39 1
4 5 2
4 6 2
4 7 1
4 25 1
4 31 1
4 34 1
4 40 1
5 6 2
5 8 1
5 26 1
5 32 1
5 35 1
5 41 1
6 9 1
6 27 1
6 33 1
6 36 1
6 42 1
7 8 2
7 9 2
7 10 1
7 28 1
7 31 1
8 9 2
8 11 1
8 29 1
8 32 1
9 12 1
9 30 1
9 33 1
10 11 2
10 12 2
10 16 1
10 19 1
10 25 1
11 12 2
11 17 1
11 20 1
11 26 1
12 18 1
12 21 1
12 27 1
13 14 2
13 15 2
13 19 1
13 22 1
13 25 1
13 31 1
14 15 2
14 20 1
14 23 1
14 26 1
14 32 1
15 21 1
15 24 1
15 27 1
15 33 1
16 17 2
16 18 2
16 19 1
16 28 1
16 31 1
16 40 1
17 18 2
17 20 1
17 29 1
17 32 1
17 41 1
18 21 1
18 30 1
18 33 1
18 42 1
19 20 2
19 21 2
19 31 1
19 34 1
20 21 2
20 32 1
20 35 1
21 33 1
21 36 1
22 23 2
22 24 2
22 28 1
23 24 2
23 29 1
24 30 1
25 26 2
25 27 2
25 34 1
25 37 1
26 27 2
26 35 1
26 38 1
27 36 1
27 39 1
28 29 2
28 30 2
28 40 1
29 30 2
29 41 1
30 42 1
31 32 2
31 33 2
32 33 2
34 35 2
34 36 2
34 37 1
34 40 1
35 36 2
35 38 1
35 41 1
36 39 1
36 42 1
37 38 2
37 39 2
37 40 1
38 39 2
38 41 1
39 42 1
40 41 2
40 42 2
41 42 2
