120 528
1 1 7
2 2 7
3 3 7
4 4 7
5 5 7
6 6 7
7 7 7
8 8 7
9 9 7
10 10 7
11 11 7
12 12 7
13 13 7
14 14 7
15 15 7
16 16 6
17 17 6
18 18 6
19 19 7
20 20 7
21 21 7
22 22 7
23 23 7
24 24 7
25 25 7
26 26 7
27 27 7
28 28 7
29 29 7
30 30 7
31 31 7
32 32 7
33 33 7
34 34 7
35 35 7
36 36 7
37 37 7
38 38 7
39 39 7
40 40 7
41 41 7
42 42 7
43 43 7
44 44 7
45 45 7
46 46 7
47 47 7
48 48 7
49 49 7
50 50 7
51 51 7
52 52 7
53 53 7
54 54 7
55 55 7
56 56 7
57 57 7
58 58 7
59 59 7
60 60 7
61 61 7
62 62 7
63 63 7
64 64 6
65 65 6
66 66 6
67 67 7
68 68 7
69 69 7
70 70 6
71 71 6
72 72 6
73 73 7
74 74 7
75 75 7
76 76 7
77 77 7
78 78 7
79 79 7
80 80 7
81 81 7
82 82 7
83 83 7
84 84 7
85 85 7
86 86 7
87 87 7
88 88 7
89 89 7
90 90 7
91 91 7
92 92 7
93 93 7
94 94 6
95 95 6
96 96 6
97 97 7
98 98 7
99 99 7
100 100 6
101 101 6
102 102 6
103 103 6
104 104 6
105 105 6
106 106 6
107 107 6
108 108 6
109 109 6
110 110 6
111 111 6
112 112 7
113 113 7
114 114 7
115 115 7
116 116 7
117 117 7
118 118 7
119 119 7
120 120 7
1 2 2
1 3 2
1 43 1
1 55 1
1 70 1
1 94 1
1 97 1
2 3 2
2 44 1
2 56 1
2 71 1
2 95 1
2 98 1
3 45 1
3 57 1
3 72 1
3 96 1
3 99 1
4 5 2
4 6 2
4 19 1
4 58 1
4 64 1
4 79 1
4 85 1
5 6 2
5 20 1
5 59 1
5 65 1
5 80 1
5 86 1
6 21 1
6 60 1
6 66 1
6 81 1
6 87 1
7 8 2
7 9 2
7 13 1
7 25 1
7 61 1
7 85 1
7 94 1
8 9 2
8 14 1
8 26 1
8 62 1
8 86 1
8 95 1
9 15 1
9 27 1
9 63 1
9 87 1
9 96 1
10 11 2
10 12 2
10 16 1
10 22 1
10 25 1
10 37 1
10 115 1
11 12 2
11 17 1
11 23 1
11 26 1
11 38 1
11 116 1
12 18 1
12 24 1
12 27 1
12 39 1
12 117 1
13 14 2
13 15 2
13 40 1
13 91 1
13 94 1
13 106 1
14 15 2
14 41 1
14 92 1
14 95 1
14 107 1
15 42 1
15 93 1
15 96 1
15 108 1
16 17 2
16 18 2
16 34 1
16 97 1
16 112 1
17 18 2
17 35 1
17 98 1
17 113 1
18 36 1
18 99 1
18 114 1
19 20 2
19 21 2
19 52 1
19 79 1
19 82 1
19 115 1
20 21 2
20 53 1
20 80 1
20 83 1
20 116 1
21 54 1
21 81 1
21 84 1
21 117 1
22 23 2
22 24 2
22 55 1
22 73 1
22 79 1
22 112 1
23 24 2
23 56 1
23 74 1
23 80 1
23 113 1
24 57 1
24 75 1
24 81 1
24 114 1
25 26 2
25 27 2
25 28 1
25 76 1
25 85 1
26 27 2
26 29 1
26 77 1
26 86 1
27 30 1
27 78 1
27 87 1
28 29 2
28 30 2
28 34 1
28 61 1
28 76 1
28 88 1
29 30 2
29 35 1
29 62 1
29 77 1
29 89 1
30 36 1
30 63 1
30 78 1
30 90 1
31 32 2
31 33 2
31 40 1
31 55 1
31 79 1
31 88 1
31 100 1
32 33 2
32 41 1
32 56 1
32 80 1
32 89 1
32 101 1
33 42 1
33 57 1
33 81 1
33 90 1
33 102 1
34 35 2
34 36 2
34 40 1
34 43 1
34 76 1
35 36 2
35 41 1
35 44 1
35 77 1
36 42 1
36 45 1
36 78 1
37 38 2
37 39 2
37 52 1
37 58 1
37 109 1
37 112 1
38 39 2
38 53 1
38 59 1
38 110 1
38 113 1
39 54 1
39 60 1
39 111 1
39 114 1
40 41 2
40 42 2
40 97 1
40 100 1
41 42 2
41 98 1
41 101 1
42 99 1
42 102 1
43 44 2
43 45 2
43 46 1
43 61 1
43 76 1
44 45 2
44 47 1
44 62 1
44 77 1
45 48 1
45 63 1
45 78 1
46 47 2
46 48 2
46 88 1
46 97 1
46 103 1
46 109 1
47 48 2
47 89 1
47 98 1
47 104 1
47 110 1
48 90 1
48 99 1
48 105 1
48 111 1
49 50 2
49 51 2
49 70 1
49 85 1
49 100 1
49 106 1
49 109 1
50 51 2
50 71 1
50 86 1
50 101 1
50 107 1
50 110 1
51 72 1
51 87 1
51 102 1
51 108 1
51 111 1
52 53 2
52 54 2
52 58 1
52 73 1
52 91 1
53 54 2
53 59 1
53 74 1
53 92 1
54 60 1
54 75 1
54 93 1
55 56 2
55 57 2
55 109 1
55 115 1
56 57 2
56 110 1
56 116 1
57 111 1
57 117 1
58 59 2
58 60 2
58 88 1
58 115 1
59 60 2
59 89 1
59 116 1
60 90 1
60 117 1
61 62 2
61 63 2
61 73 1
61 103 1
62 63 2
62 74 1
62 104 1
63 75 1
63 105 1
64 65 2
64 66 2
64 67 1
64 79 1
64 106 1
65 66 2
65 68 1
65 80 1
65 107 1
66 69 1
66 81 1
66 108 1
67 68 2
67 69 2
67 85 1
67 97 1
67 103 1
67 118 1
68 69 2
68 86 1
68 98 1
68 104 1
68 119 1
69 87 1
69 99 1
69 105 1
69 120 1
70 71 2
70 72 2
70 82 1
70 112 1
71 72 2
71 83 1
71 113 1
72 84 1
72 114 1
73 74 2
73 75 2
73 82 1
73 91 1
74 75 2
74 83 1
74 92 1
75 84 1
75 93 1
76 77 2
76 78 2
76 82 1
77 78 2
77 83 1
78 84 1
79 80 2
79 81 2
80 81 2
82 83 2
82 84 2
82 118 1
83 84 2
83 119 1
84 120 1
85 86 2
85 87 2
86 87 2
88 89 2
88 90 2
88 91 1
89 90 2
89 92 1
90 93 1
91 92 2
91 93 2
91 115 1
92 93 2
92 116 1
93 117 1
94 95 2
94 96 2
94 100 1
95 96 2
95 101 1
96 102 1
97 98 2
97 99 2
98 99 2
100 101 2
100 102 2
101 102 2
103 104 2
103 105 2
103 118 1
104 105 2
104 119 1
105 120 1
106 107 2
106 108 2
106 118 1
107 108 2
107 119 1
108 120 1
109 110 2
109 111 2
110 111 2
112 113 2
112 114 2
112 118 1
113 114 2
113 119 1
114 120 1
115 116 2
115 117 2
116 117 2
118 119 2
118 120 2
119 120 2
