42 183
1 1 7
2 2 7
3 3 7
4 4 7
5 5 7
6 6 7
7 7 7
8 8 7
9 9 7
10 10 7
11 11 7
12 12 7
13 13 7
14 14 7
15 15 7
16 16 6
17 17 6
18 18 6
19 19 7
20 20 7
21 21 7
22 22 6
23 23 6
24 24 6
25 25 7
26 26 7
27 27 7
28 28 7
29 29 7
30 30 7
31 31 7
32 32 7
33 33 7
34 34 6
35 35 6
36 36 6
37 37 6
38 38 6
39 39 6
40 40 7
41 41 7
42 42 7
1 2 2
1 3 2
1 19 1
1 22 1
1 25 1
1 28 1
1 31 1
2 3 2
2 20 1
2 23 1
2 26 1
2 29 1
2 32 1
3 21 1
3 24 1
3 27 1
3 30 1
3 33 1
4 5 2
4 6 2
4 7 1
4 10 1
4 16 1
4 25 1
4 34 1
5 6 2
5 8 1
5 11 1
5 17 1
5 26 1
5 35 1
6 9 1
6 12 1
6 18 1
6 27 1
6 36 1
7 8 2
7 9 2
7 16 1
7 19 1
7 22 1
7 40 1
8 9 2
8 17 1
8 20 1
8 23 1
8 41 1
9 18 1
9 21 1
9 24 1
9 42 1
10 11 2
10 12 2
10 16 1
10 22 1
10 25 1
10 34 1
11 12 2
11 17 1
11 23 1
11 26 1
11 35 1
12 18 1
12 24 1
12 27 1
12 36 1
13 14 2
13 15 2
13 19 1
13 28 1
13 34 1
13 37 1
13 40 1
14 15 2
14 20 1
14 29 1
14 35 1
14 38 1
14 41 1
15 21 1
15 30 1
15 36 1
15 39 1
15 42 1
16 17 2
16 18 2
16 31 1
17 18 2
17 32 1
18 33 1
19 20 2
19 21 2
19 31 1
19 40 1
20 21 2
20 32 1
20 41 1
21 33 1
21 42 1
22 23 2
22 24 2
22 37 1
23 24 2
23 38 1
24 39 1
25 26 2
25 27 2
25 34 1
25 40 1
26 27 2
26 35 1
26 41 1
27 36 1
27 42 1
28 29 2
28 30 2
28 31 1
28 37 1
28 40 1
29 30 2
29 32 1
29 38 1
29 41 1
30 33 1
30 39 1
30 42 1
31 32 2
31 33 2
31 37 1
32 33 2
32 38 1
33 39 1
34 35 2
34 36 2
35 36 2
37 38 2
37 39 2
38 39 2
40 41 2
40 42 2
41 42 2
