42 183
1 1 7
2 2 7
3 3 7
4 4 7
5 5 7
6 6 7
7 7 6
8 8 6
9 9 6
10 10 7
11 11 7
12 12 7
13 13 7
14 14 7
15 15 7
16 16 6
17 17 6
18 18 6
19 19 7
20 20 7
21 21 7
22 22 7
23 23 7
24 24 7
25 25 7
26 26 7
27 27 7
28 28 6
29 29 6
30 30 6
31 31 7
32 32 7
33 33 7
34 34 6
35 35 6
36 36 6
37 37 7
38 38 7
39 39 7
40 40 7
41 41 7
42 42 7
1 2 2
1 3 2
1 10 1
1 13 1
1 19 1
1 37 1
1 40 1
2 3 2
2 11 1
2 14 1
2 20 1
2 38 1
2 41 1
3 12 1
3 15 1
3 21 1
3 39 1
3 42 1
4 5 2
4 6 2
4 7 1
4 16 1
4 25 1
4 34 1
4 37 1
5 6 2
5 8 1
5 17 1
5 26 1
5 35 1
5 38 1
6 9 1
6 18 1
6 27 1
6 36 1
6 39 1
7 8 2
7 9 2
7 22 1
7 28 1
7 40 1
8 9 2
8 23 1
8 29 1
8 41 1
9 24 1
9 30 1
9 42 1
10 11 2
10 12 2
10 13 1
10 19 1
10 34 1
10 40 1
11 12 2
11 14 1
11 20 1
11 35 1
11 41 1
12 15 1
12 21 1
12 36 1
12 42 1
13 14 2
13 15 2
13 25 1
13 28 1
13 31 1
14 15 2
14 26 1
14 29 1
14 32 1
15 27 1
15 30 1
15 33 1
16 17 2
16 18 2
16 25 1
16 28 1
16 31 1
17 18 2
17 26 1
17 29 1
17 32 1
18 27 1
18 30 1
18 33 1
19 20 2
19 21 2
19 22 1
19 34 1
19 40 1
20 21 2
20 23 1
20 35 1
20 41 1
21 24 1
21 36 1
21 42 1
22 23 2
22 24 2
22 31 1
22 34 1
22 37 1
23 24 2
23 32 1
23 35 1
23 38 1
24 33 1
24 36 1
24 39 1
25 26 2
25 27 2
25 31 1
25 40 1
26 27 2
26 32 1
26 41 1
27 33 1
27 42 1
28 29 2
28 30 2
28 37 1
29 30 2
29 38 1
30 39 1
31 32 2
31 33 2
31 37 1
32 33 2
32 38 1
33 39 1
34 35 2
34 36 2
35 36 2
37 38 2
37 39 2
38 39 2
40 41 2
40 42 2
41 42 2
