120 528
1 1 7
2 2 7
3 3 7
4 4 7
5 5 7
6 6 7
7 7 7
8 8 7
9 9 7
10 10 7
11 11 7
12 12 7
13 13 7
14 14 7
15 15 7
16 16 6
17 17 6
18 18 6
19 19 7
20 20 7
21 21 7
22 22 6
23 23 6
24 24 6
25 25 7
26 26 7
27 27 7
28 28 7
29 29 7
30 30 7
31 31 7
32 32 7
33 33 7
34 34 7
35 35 7
36 36 7
37 37 7
38 38 7
39 39 7
40 40 7
41 41 7
42 42 7
43 43 7
44 44 7
45 45 7
46 46 7
47 47 7
48 48 7
49 49 7
50 50 7
51 51 7
52 52 7
53 53 7
54 54 7
55 55 7
56 56 7
57 57 7
58 58 7
59 59 7
60 60 7
61 61 7
62 62 7
63 63 7
64 64 7
65 65 7
66 66 7
67 67 7
68 68 7
69 69 7
70 70 7
71 71 7
72 72 7
73 73 6
74 74 6
75 75 6
76 76 7
77 77 7
78 78 7
79 79 7
80 80 7
81 81 7
82 82 7
83 83 7
84 84 7
85 85 7
86 86 7
87 87 7
88 88 6
89 89 6
90 90 6
91 91 7
92 92 7
93 93 7
94 94 7
95 95 7
96 96 7
97 97 7
98 98 7
99 99 7
100 100 7
101 101 7
102 102 7
103 103 5
104 104 5
105 105 5
106 106 7
107 107 7
108 108 7
109 109 7
110 110 7
111 111 7
112 112 7
113 113 7
114 114 7
115 115 6
116 116 6
117 117 6
118 118 6
119 119 6
120 120 6
1 2 2
1 3 2
1 73 1
1 85 1
1 88 1
1 100 1
1 106 1
2 3 2
2 74 1
2 86 1
2 89 1
2 101 1
2 107 1
3 75 1
3 87 1
3 90 1
3 102 1
3 108 1
4 5 2
4 6 2
4 43 1
4 55 1
4 61 1
4 85 1
4 91 1
5 6 2
5 44 1
5 56 1
5 62 1
5 86 1
5 92 1
6 45 1
6 57 1
6 63 1
6 87 1
6 93 1
7 8 2
7 9 2
7 13 1
7 52 1
7 58 1
7 82 1
7 94 1
8 9 2
8 14 1
8 53 1
8 59 1
8 83 1
8 95 1
9 15 1
9 54 1
9 60 1
9 84 1
9 96 1
10 11 2
10 12 2
10 13 1
10 70 1
10 73 1
10 76 1
10 115 1
11 12 2
11 14 1
11 71 1
11 74 1
11 77 1
11 116 1
12 15 1
12 72 1
12 75 1
12 78 1
12 117 1
13 14 2
13 15 2
13 22 1
13 31 1
13 103 1
14 15 2
14 23 1
14 32 1
14 104 1
15 24 1
15 33 1
15 105 1
16 17 2
16 18 2
16 22 1
16 58 1
16 79 1
16 94 1
17 18 2
17 23 1
17 59 1
17 80 1
17 95 1
18 24 1
18 60 1
18 81 1
18 96 1
19 20 2
19 21 2
19 34 1
19 49 1
19 55 1
19 82 1
19 106 1
20 21 2
20 35 1
20 50 1
20 56 1
20 83 1
20 107 1
21 36 1
21 51 1
21 57 1
21 84 1
21 108 1
22 23 2
22 24 2
22 40 1
22 43 1
23 24 2
23 41 1
23 44 1
24 42 1
24 45 1
25 26 2
25 27 2
25 37 1
25 52 1
25 85 1
25 94 1
25 112 1
26 27 2
26 38 1
26 53 1
26 86 1
26 95 1
26 113 1
27 39 1
27 54 1
27 87 1
27 96 1
27 114 1
28 29 2
28 30 2
28 37 1
28 64 1
28 97 1
28 100 1
28 118 1
29 30 2
29 38 1
29 65 1
29 98 1
29 101 1
29 119 1
30 39 1
30 66 1
30 99 1
30 102 1
30 120 1
31 32 2
31 33 2
31 34 1
31 37 1
31 73 1
31 112 1
32 33 2
32 35 1
32 38 1
32 74 1
32 113 1
33 36 1
33 39 1
33 75 1
33 114 1
34 35 2
34 36 2
34 40 1
34 49 1
34 67 1
35 36 2
35 41 1
35 50 1
35 68 1
36 42 1
36 51 1
36 69 1
37 38 2
37 39 2
37 91 1
37 115 1
38 39 2
38 92 1
38 116 1
39 93 1
39 117 1
40 41 2
40 42 2
40 43 1
40 76 1
40 115 1
41 42 2
41 44 1
41 77 1
41 116 1
42 45 1
42 78 1
42 117 1
43 44 2
43 45 2
43 49 1
43 103 1
44 45 2
44 50 1
44 104 1
45 51 1
45 105 1
46 47 2
46 48 2
46 58 1
46 61 1
46 76 1
46 85 1
46 112 1
47 48 2
47 59 1
47 62 1
47 77 1
47 86 1
47 113 1
48 60 1
48 63 1
48 78 1
48 87 1
48 114 1
49 50 2
49 51 2
49 61 1
49 82 1
50 51 2
50 62 1
50 83 1
51 63 1
51 84 1
52 53 2
52 54 2
52 88 1
52 109 1
52 115 1
53 54 2
53 89 1
53 110 1
53 116 1
54 90 1
54 111 1
54 117 1
55 56 2
55 57 2
55 58 1
55 82 1
55 88 1
56 57 2
56 59 1
56 83 1
56 89 1
57 60 1
57 84 1
57 90 1
58 59 2
58 60 2
58 112 1
59 60 2
59 113 1
60 114 1
61 62 2
61 63 2
61 109 1
61 118 1
62 63 2
62 110 1
62 119 1
63 111 1
63 120 1
64 65 2
64 66 2
64 67 1
64 79 1
64 82 1
64 118 1
65 66 2
65 68 1
65 80 1
65 83 1
65 119 1
66 69 1
66 81 1
66 84 1
66 120 1
67 68 2
67 69 2
67 85 1
67 91 1
67 112 1
68 69 2
68 86 1
68 92 1
68 113 1
69 87 1
69 93 1
69 114 1
70 71 2
70 72 2
70 76 1
70 103 1
70 106 1
70 109 1
71 72 2
71 77 1
71 104 1
71 107 1
71 110 1
72 78 1
72 105 1
72 108 1
72 111 1
73 74 2
73 75 2
73 100 1
74 75 2
74 101 1
75 102 1
76 77 2
76 78 2
76 79 1
77 78 2
77 80 1
78 81 1
79 80 2
79 81 2
79 91 1
79 100 1
80 81 2
80 92 1
80 101 1
81 93 1
81 102 1
82 83 2
82 84 2
83 84 2
85 86 2
85 87 2
86 87 2
88 89 2
88 90 2
88 109 1
89 90 2
89 110 1
90 111 1
91 92 2
91 93 2
91 97 1
92 93 2
92 98 1
93 99 1
94 95 2
94 96 2
94 100 1
94 106 1
95 96 2
95 101 1
95 107 1
96 102 1
96 108 1
97 98 2
97 99 2
97 106 1
97 109 1
97 118 1
98 99 2
98 107 1
98 110 1
98 119 1
99 108 1
99 111 1
99 120 1
100 101 2
100 102 2
101 102 2
103 104 2
103 105 2
104 105 2
106 107 2
106 108 2
107 108 2
109 110 2
109 111 2
110 111 2
112 113 2
112 114 2
113 114 2
115 116 2
115 117 2
116 117 2
118 119 2
118 120 2
119 120 2
