78 342
1 1 7
2 2 7
3 3 7
4 4 7
5 5 7
6 6 7
7 7 7
8 8 7
9 9 7
10 10 7
11 11 7
12 12 7
13 13 7
14 14 7
15 15 7
16 16 7
17 17 7
18 18 7
19 19 6
20 20 6
21 21 6
22 22 7
23 23 7
24 24 7
25 25 7
26 26 7
27 27 7
28 28 7
29 29 7
30 30 7
31 31 7
32 32 7
33 33 7
34 34 7
35 35 7
36 36 7
37 37 7
38 38 7
39 39 7
40 40 7
41 41 7
42 42 7
43 43 7
44 44 7
45 45 7
46 46 7
47 47 7
48 48 7
49 49 7
50 50 7
51 51 7
52 52 6
53 53 6
54 54 6
55 55 6
56 56 6
57 57 6
58 58 7
59 59 7
60 60 7
61 61 6
62 62 6
63 63 6
64 64 6
65 65 6
66 66 6
67 67 7
68 68 7
69 69 7
70 70 6
71 71 6
72 72 6
73 73 7
74 74 7
75 75 7
76 76 7
77 77 7
78 78 7
1 2 2
1 3 2
1 13 1
1 34 1
1 46 1
1 64 1
1 67 1
2 3 2
2 14 1
2 35 1
2 47 1
2 65 1
2 68 1
3 15 1
3 36 1
3 48 1
3 66 1
3 69 1
4 5 2
4 6 2
4 25 1
4 37 1
4 43 1
4 49 1
4 73 1
5 6 2
5 26 1
5 38 1
5 44 1
5 50 1
5 74 1
6 27 1
6 39 1
6 45 1
6 51 1
6 75 1
7 8 2
7 9 2
7 16 1
7 25 1
7 58 1
7 67 1
7 70 1
8 9 2
8 17 1
8 26 1
8 59 1
8 68 1
8 71 1
9 18 1
9 27 1
9 60 1
9 69 1
9 72 1
10 11 2
10 12 2
10 13 1
10 16 1
10 61 1
10 67 1
10 76 1
11 12 2
11 14 1
11 17 1
11 62 1
11 68 1
11 77 1
12 15 1
12 18 1
12 63 1
12 69 1
12 78 1
13 14 2
13 15 2
13 31 1
13 55 1
13 61 1
14 15 2
14 32 1
14 56 1
14 62 1
15 33 1
15 57 1
15 63 1
16 17 2
16 18 2
16 34 1
16 43 1
16 64 1
17 18 2
17 35 1
17 44 1
17 65 1
18 36 1
18 45 1
18 66 1
19 20 2
19 21 2
19 31 1
19 37 1
19 46 1
19 73 1
20 21 2
20 32 1
20 38 1
20 47 1
20 74 1
21 33 1
21 39 1
21 48 1
21 75 1
22 23 2
22 24 2
22 25 1
22 31 1
22 40 1
22 49 1
22 52 1
23 24 2
23 26 1
23 32 1
23 41 1
23 50 1
23 53 1
24 27 1
24 33 1
24 42 1
24 51 1
24 54 1
25 26 2
25 27 2
25 28 1
25 49 1
26 27 2
26 29 1
26 50 1
27 30 1
27 51 1
28 29 2
28 30 2
28 34 1
28 37 1
28 55 1
28 76 1
29 30 2
29 35 1
29 38 1
29 56 1
29 77 1
30 36 1
30 39 1
30 57 1
30 78 1
31 32 2
31 33 2
31 40 1
31 58 1
32 33 2
32 41 1
32 59 1
33 42 1
33 60 1
34 35 2
34 36 2
34 43 1
34 46 1
35 36 2
35 44 1
35 47 1
36 45 1
36 48 1
37 38 2
37 39 2
37 40 1
37 61 1
38 39 2
38 41 1
38 62 1
39 42 1
39 63 1
40 41 2
40 42 2
40 64 1
40 76 1
41 42 2
41 65 1
41 77 1
42 66 1
42 78 1
43 44 2
43 45 2
43 58 1
43 76 1
44 45 2
44 59 1
44 77 1
45 60 1
45 78 1
46 47 2
46 48 2
46 49 1
46 73 1
47 48 2
47 50 1
47 74 1
48 51 1
48 75 1
49 50 2
49 51 2
49 73 1
50 51 2
50 74 1
51 75 1
52 53 2
52 54 2
52 67 1
52 70 1
52 73 1
53 54 2
53 68 1
53 71 1
53 74 1
54 69 1
54 72 1
54 75 1
55 56 2
55 57 2
55 67 1
55 70 1
56 57 2
56 68 1
56 71 1
57 69 1
57 72 1
58 59 2
58 60 2
58 61 1
58 64 1
59 60 2
59 62 1
59 65 1
60 63 1
60 66 1
61 62 2
61 63 2
62 63 2
64 65 2
64 66 2
65 66 2
67 68 2
67 69 2
68 69 2
70 71 2
70 72 2
70 76 1
71 72 2
71 77 1
72 78 1
73 74 2
73 75 2
74 75 2
76 77 2
76 78 2
77 78 2
