60 255
1 1 7
2 2 7
3 3 7
4 4 7
5 5 7
6 6 7
7 7 7
8 8 7
9 9 7
10 10 6
11 11 6
12 12 6
13 13 7
14 14 7
15 15 7
16 16 7
17 17 7
18 18 7
19 19 7
20 20 7
21 21 7
22 22 6
23 23 6
24 24 6
25 25 6
26 26 6
27 27 6
28 28 6
29 29 6
30 30 6
31 31 5
32 32 5
33 33 5
34 34 6
35 35 6
36 36 6
37 37 7
38 38 7
39 39 7
40 40 6
41 41 6
42 42 6
43 43 7
44 44 7
45 45 7
46 46 7
47 47 7
48 48 7
49 49 7
50 50 7
51 51 7
52 52 6
53 53 6
54 54 6
55 55 6
56 56 6
57 57 6
58 58 7
59 59 7
60 60 7
1 2 2
1 3 2
1 7 1
1 16 1
1 52 1
1 55 1
1 58 1
2 3 2
2 8 1
2 17 1
2 53 1
2 56 1
2 59 1
3 9 1
3 18 1
3 54 1
3 57 1
3 60 1
4 5 2
4 6 2
4 16 1
4 19 1
4 37 1
4 52 1
4 58 1
5 6 2
5 17 1
5 20 1
5 38 1
5 53 1
5 59 1
6 18 1
6 21 1
6 39 1
6 54 1
6 60 1
7 8 2
7 9 2
7 16 1
7 22 1
7 37 1
7 58 1
8 9 2
8 17 1
8 23 1
8 38 1
8 59 1
9 18 1
9 24 1
9 39 1
9 60 1
10 11 2
10 12 2
10 13 1
10 28 1
10 37 1
10 55 1
11 12 2
11 14 1
11 29 1
11 38 1
11 56 1
12 15 1
12 30 1
12 39 1
12 57 1
13 14 2
13 15 2
13 31 1
13 34 1
13 49 1
13 58 1
14 15 2
14 32 1
14 35 1
14 50 1
14 59 1
15 33 1
15 36 1
15 51 1
15 60 1
16 17 2
16 18 2
16 19 1
16 28 1
17 18 2
17 20 1
17 29 1
18 21 1
18 30 1
19 20 2
19 21 2
19 37 1
19 43 1
19 46 1
20 21 2
20 38 1
20 44 1
20 47 1
21 39 1
21 45 1
21 48 1
22 23 2
22 24 2
22 31 1
22 40 1
22 43 1
23 24 2
23 32 1
23 41 1
23 44 1
24 33 1
24 42 1
24 45 1
25 26 2
25 27 2
25 34 1
25 40 1
25 46 1
25 52 1
26 27 2
26 35 1
26 41 1
26 47 1
26 53 1
27 36 1
27 42 1
27 48 1
27 54 1
28 29 2
28 30 2
28 43 1
28 49 1
29 30 2
29 44 1
29 50 1
30 45 1
30 51 1
31 32 2
31 33 2
31 46 1
32 33 2
32 47 1
33 48 1
34 35 2
34 36 2
34 49 1
34 55 1
35 36 2
35 50 1
35 56 1
36 51 1
36 57 1
37 38 2
37 39 2
37 49 1
38 39 2
38 50 1
39 51 1
40 41 2
40 42 2
40 43 1
40 46 1
41 42 2
41 44 1
41 47 1
42 45 1
42 48 1
43 44 2
43 45 2
43 49 1
44 45 2
44 50 1
45 51 1
46 47 2
46 48 2
46 55 1
47 48 2
47 56 1
48 57 1
49 50 2
49 51 2
50 51 2
52 53 2
52 54 2
52 58 1
53 54 2
53 59 1
54 60 1
55 56 2
55 57 2
56 57 2
58 59 2
58 60 2
59 60 2
