120 528
1 1 7
2 2 7
3 3 7
4 4 6
5 5 6
6 6 6
7 7 7
8 8 7
9 9 7
10 10 7
11 11 7
12 12 7
13 13 7
14 14 7
15 15 7
16 16 7
17 17 7
18 18 7
19 19 6
20 20 6
21 21 6
22 22 7
23 23 7
24 24 7
25 25 7
26 26 7
27 27 7
28 28 7
29 29 7
30 30 7
31 31 7
32 32 7
33 33 7
34 34 7
35 35 7
36 36 7
37 37 7
38 38 7
39 39 7
40 40 7
41 41 7
42 42 7
43 43 7
44 44 7
45 45 7
46 46 7
47 47 7
48 48 7
49 49 7
50 50 7
51 51 7
52 52 7
53 53 7
54 54 7
55 55 7
56 56 7
57 57 7
58 58 7
59 59 7
60 60 7
61 61 7
62 62 7
63 63 7
64 64 6
65 65 6
66 66 6
67 67 7
68 68 7
69 69 7
70 70 7
71 71 7
72 72 7
73 73 7
74 74 7
75 75 7
76 76 6
77 77 6
78 78 6
79 79 7
80 80 7
81 81 7
82 82 7
83 83 7
84 84 7
85 85 7
86 86 7
87 87 7
88 88 6
89 89 6
90 90 6
91 91 7
92 92 7
93 93 7
94 94 7
95 95 7
96 96 7
97 97 7
98 98 7
99 99 7
100 100 7
101 101 7
102 102 7
103 103 5
104 104 5
105 105 5
106 106 7
107 107 7
108 108 7
109 109 7
110 110 7
111 111 7
112 112 6
113 113 6
114 114 6
115 115 7
116 116 7
117 117 7
118 118 7
119 119 7
120 120 7
1 2 2
1 3 2
1 4 1
1 25 1
1 37 1
1 46 1
1 103 1
2 3 2
2 5 1
2 26 1
2 38 1
2 47 1
2 104 1
3 6 1
3 27 1
3 39 1
3 48 1
3 105 1
4 5 2
4 6 2
4 16 1
4 79 1
4 82 1
5 6 2
5 17 1
5 80 1
5 83 1
6 18 1
6 81 1
6 84 1
7 8 2
7 9 2
7 13 1
7 16 1
7 40 1
7 52 1
7 76 1
8 9 2
8 14 1
8 17 1
8 41 1
8 53 1
8 77 1
9 15 1
9 18 1
9 42 1
9 54 1
9 78 1
10 11 2
10 12 2
10 43 1
10 55 1
10 79 1
10 85 1
10 94 1
11 12 2
11 44 1
11 56 1
11 80 1
11 86 1
11 95 1
12 45 1
12 57 1
12 81 1
12 87 1
12 96 1
13 14 2
13 15 2
13 73 1
13 88 1
13 94 1
13 97 1
14 15 2
14 74 1
14 89 1
14 95 1
14 98 1
15 75 1
15 90 1
15 96 1
15 99 1
16 17 2
16 18 2
16 31 1
16 49 1
16 61 1
17 18 2
17 32 1
17 50 1
17 62 1
18 33 1
18 51 1
18 63 1
19 20 2
19 21 2
19 40 1
19 70 1
19 73 1
19 100 1
20 21 2
20 41 1
20 71 1
20 74 1
20 101 1
21 42 1
21 72 1
21 75 1
21 102 1
22 23 2
22 24 2
22 34 1
22 67 1
22 109 1
22 112 1
22 118 1
23 24 2
23 35 1
23 68 1
23 110 1
23 113 1
23 119 1
24 36 1
24 69 1
24 111 1
24 114 1
24 120 1
25 26 2
25 27 2
25 31 1
25 64 1
25 94 1
25 100 1
26 27 2
26 32 1
26 65 1
26 95 1
26 101 1
27 33 1
27 66 1
27 96 1
27 102 1
28 29 2
28 30 2
28 40 1
28 43 1
28 55 1
28 67 1
28 109 1
29 30 2
29 41 1
29 44 1
29 56 1
29 68 1
29 110 1
30 42 1
30 45 1
30 57 1
30 69 1
30 111 1
31 32 2
31 33 2
31 67 1
31 97 1
31 118 1
32 33 2
32 68 1
32 98 1
32 119 1
33 69 1
33 99 1
33 120 1
34 35 2
34 36 2
34 46 1
34 73 1
34 91 1
34 106 1
35 36 2
35 47 1
35 74 1
35 92 1
35 107 1
36 48 1
36 75 1
36 93 1
36 108 1
37 38 2
37 39 2
37 40 1
37 58 1
37 73 1
37 109 1
38 39 2
38 41 1
38 59 1
38 74 1
38 110 1
39 42 1
39 60 1
39 75 1
39 111 1
40 41 2
40 42 2
40 70 1
41 42 2
41 71 1
42 72 1
43 44 2
43 45 2
43 73 1
43 79 1
43 85 1
44 45 2
44 74 1
44 80 1
44 86 1
45 75 1
45 81 1
45 87 1
46 47 2
46 48 2
46 58 1
46 70 1
46 97 1
47 48 2
47 59 1
47 71 1
47 98 1
48 60 1
48 72 1
48 99 1
49 50 2
49 51 2
49 55 1
49 64 1
49 76 1
49 82 1
50 51 2
50 56 1
50 65 1
50 77 1
50 83 1
51 57 1
51 66 1
51 78 1
51 84 1
52 53 2
52 54 2
52 58 1
52 79 1
52 106 1
52 112 1
53 54 2
53 59 1
53 80 1
53 107 1
53 113 1
54 60 1
54 81 1
54 108 1
54 114 1
55 56 2
55 57 2
55 64 1
55 103 1
56 57 2
56 65 1
56 104 1
57 66 1
57 105 1
58 59 2
58 60 2
58 64 1
58 109 1
59 60 2
59 65 1
59 110 1
60 66 1
60 111 1
61 62 2
61 63 2
61 85 1
61 109 1
61 112 1
61 115 1
62 63 2
62 86 1
62 110 1
62 113 1
62 116 1
63 87 1
63 111 1
63 114 1
63 117 1
64 65 2
64 66 2
65 66 2
67 68 2
67 69 2
67 97 1
67 106 1
68 69 2
68 98 1
68 107 1
69 99 1
69 108 1
70 71 2
70 72 2
70 85 1
70 94 1
71 72 2
71 86 1
71 95 1
72 87 1
72 96 1
73 74 2
73 75 2
74 75 2
76 77 2
76 78 2
76 82 1
76 91 1
77 78 2
77 83 1
77 92 1
78 84 1
78 93 1
79 80 2
79 81 2
79 112 1
80 81 2
80 113 1
81 114 1
82 83 2
82 84 2
82 88 1
82 91 1
83 84 2
83 89 1
83 92 1
84 90 1
84 93 1
85 86 2
85 87 2
85 118 1
86 87 2
86 119 1
87 120 1
88 89 2
88 90 2
88 97 1
88 100 1
89 90 2
89 98 1
89 101 1
90 99 1
90 102 1
91 92 2
91 93 2
91 106 1
91 115 1
92 93 2
92 107 1
92 116 1
93 108 1
93 117 1
94 95 2
94 96 2
94 106 1
95 96 2
95 107 1
96 108 1
97 98 2
97 99 2
98 99 2
100 101 2
100 102 2
100 115 1
100 118 1
101 102 2
101 116 1
101 119 1
102 117 1
102 120 1
103 104 2
103 105 2
103 115 1
104 105 2
104 116 1
105 117 1
106 107 2
106 108 2
107 108 2
109 110 2
109 111 2
110 111 2
112 113 2
112 114 2
113 114 2
115 116 2
115 117 2
115 118 1
116 117 2
116 119 1
117 120 1
118 119 2
118 120 2
119 120 2
