120 528
1 1 7
2 2 7
3 3 7
4 4 7
5 5 7
6 6 7
7 7 7
8 8 7
9 9 7
10 10 7
11 11 7
12 12 7
13 13 7
14 14 7
15 15 7
16 16 7
17 17 7
18 18 7
19 19 7
20 20 7
21 21 7
22 22 7
23 23 7
24 24 7
25 25 7
26 26 7
27 27 7
28 28 7
29 29 7
30 30 7
31 31 7
32 32 7
33 33 7
34 34 7
35 35 7
36 36 7
37 37 6
38 38 6
39 39 6
40 40 7
41 41 7
42 42 7
43 43 7
44 44 7
45 45 7
46 46 7
47 47 7
48 48 7
49 49 7
50 50 7
51 51 7
52 52 6
53 53 6
54 54 6
55 55 7
56 56 7
57 57 7
58 58 6
59 59 6
60 60 6
61 61 7
62 62 7
63 63 7
64 64 7
65 65 7
66 66 7
67 67 7
68 68 7
69 69 7
70 70 7
71 71 7
72 72 7
73 73 7
74 74 7
75 75 7
76 76 7
77 77 7
78 78 7
79 79 6
80 80 6
81 81 6
82 82 6
83 83 6
84 84 6
85 85 6
86 86 6
87 87 6
88 88 6
89 89 6
90 90 6
91 91 7
92 92 7
93 93 7
94 94 7
95 95 7
96 96 7
97 97 7
98 98 7
99 99 7
100 100 6
101 101 6
102 102 6
103 103 7
104 104 7
105 105 7
106 106 7
107 107 7
108 108 7
109 109 7
110 110 7
111 111 7
112 112 7
113 113 7
114 114 7
115 115 7
116 116 7
117 117 7
118 118 7
119 119 7
120 120 7
1 2 2
1 3 2
1 16 1
1 37 1
1 43 1
1 55 1
1 118 1
2 3 2
2 17 1
2 38 1
2 44 1
2 56 1
2 119 1
3 18 1
3 39 1
3 45 1
3 57 1
3 120 1
4 5 2
4 6 2
4 25 1
4 49 1
4 58 1
4 76 1
4 94 1
5 6 2
5 26 1
5 50 1
5 59 1
5 77 1
5 95 1
6 27 1
6 51 1
6 60 1
6 78 1
6 96 1
7 8 2
7 9 2
7 13 1
7 22 1
7 46 1
7 103 1
7 109 1
8 9 2
8 14 1
8 23 1
8 47 1
8 104 1
8 110 1
9 15 1
9 24 1
9 48 1
9 105 1
9 111 1
10 11 2
10 12 2
10 37 1
10 40 1
10 46 1
10 61 1
10 88 1
11 12 2
11 38 1
11 41 1
11 47 1
11 62 1
11 89 1
12 39 1
12 42 1
12 48 1
12 63 1
12 90 1
13 14 2
13 15 2
13 40 1
13 52 1
13 103 1
13 112 1
14 15 2
14 41 1
14 53 1
14 104 1
14 113 1
15 42 1
15 54 1
15 105 1
15 114 1
16 17 2
16 18 2
16 34 1
16 79 1
16 106 1
16 118 1
17 18 2
17 35 1
17 80 1
17 107 1
17 119 1
18 36 1
18 81 1
18 108 1
18 120 1
19 20 2
19 21 2
19 25 1
19 28 1
19 43 1
19 64 1
19 67 1
20 21 2
20 26 1
20 29 1
20 44 1
20 65 1
20 68 1
21 27 1
21 30 1
21 45 1
21 66 1
21 69 1
22 23 2
22 24 2
22 85 1
22 94 1
22 106 1
22 112 1
23 24 2
23 86 1
23 95 1
23 107 1
23 113 1
24 87 1
24 96 1
24 108 1
24 114 1
25 26 2
25 27 2
25 76 1
25 94 1
25 115 1
26 27 2
26 77 1
26 95 1
26 116 1
27 78 1
27 96 1
27 117 1
28 29 2
28 30 2
28 55 1
28 67 1
28 73 1
28 115 1
29 30 2
29 56 1
29 68 1
29 74 1
29 116 1
30 57 1
30 69 1
30 75 1
30 117 1
31 32 2
31 33 2
31 49 1
31 61 1
31 70 1
31 88 1
31 112 1
32 33 2
32 50 1
32 62 1
32 71 1
32 89 1
32 113 1
33 51 1
33 63 1
33 72 1
33 90 1
33 114 1
34 35 2
34 36 2
34 40 1
34 43 1
34 46 1
34 79 1
35 36 2
35 41 1
35 44 1
35 47 1
35 80 1
36 42 1
36 45 1
36 48 1
36 81 1
37 38 2
37 39 2
37 100 1
37 112 1
38 39 2
38 101 1
38 113 1
39 102 1
39 114 1
40 41 2
40 42 2
40 64 1
40 91 1
41 42 2
41 65 1
41 92 1
42 66 1
42 93 1
43 44 2
43 45 2
43 100 1
43 109 1
44 45 2
44 101 1
44 110 1
45 102 1
45 111 1
46 47 2
46 48 2
46 70 1
46 85 1
47 48 2
47 71 1
47 86 1
48 72 1
48 87 1
49 50 2
49 51 2
49 52 1
49 88 1
49 106 1
50 51 2
50 53 1
50 89 1
50 107 1
51 54 1
51 90 1
51 108 1
52 53 2
52 54 2
52 94 1
52 97 1
53 54 2
53 95 1
53 98 1
54 96 1
54 99 1
55 56 2
55 57 2
55 64 1
55 85 1
55 109 1
56 57 2
56 65 1
56 86 1
56 110 1
57 66 1
57 87 1
57 111 1
58 59 2
58 60 2
58 109 1
58 115 1
58 118 1
59 60 2
59 110 1
59 116 1
59 119 1
60 111 1
60 117 1
60 120 1
61 62 2
61 63 2
61 79 1
61 91 1
61 115 1
62 63 2
62 80 1
62 92 1
62 116 1
63 81 1
63 93 1
63 117 1
64 65 2
64 66 2
64 82 1
64 103 1
65 66 2
65 83 1
65 104 1
66 84 1
66 105 1
67 68 2
67 69 2
67 76 1
67 97 1
67 112 1
68 69 2
68 77 1
68 98 1
68 113 1
69 78 1
69 99 1
69 114 1
70 71 2
70 72 2
70 73 1
70 82 1
70 103 1
71 72 2
71 74 1
71 83 1
71 104 1
72 75 1
72 84 1
72 105 1
73 74 2
73 75 2
73 76 1
73 100 1
73 109 1
74 75 2
74 77 1
74 101 1
74 110 1
75 78 1
75 102 1
75 111 1
76 77 2
76 78 2
76 100 1
77 78 2
77 101 1
78 102 1
79 80 2
79 81 2
79 82 1
80 81 2
80 83 1
81 84 1
82 83 2
82 84 2
82 97 1
83 84 2
83 98 1
84 99 1
85 86 2
85 87 2
85 97 1
86 87 2
86 98 1
87 99 1
88 89 2
88 90 2
88 115 1
89 90 2
89 116 1
90 117 1
91 92 2
91 93 2
91 94 1
91 106 1
91 118 1
92 93 2
92 95 1
92 107 1
92 119 1
93 96 1
93 108 1
93 120 1
94 95 2
94 96 2
95 96 2
97 98 2
97 99 2
97 103 1
98 99 2
98 104 1
99 105 1
100 101 2
100 102 2
101 102 2
103 104 2
103 105 2
104 105 2
106 107 2
106 108 2
106 118 1
107 108 2
107 119 1
108 120 1
109 110 2
109 111 2
110 111 2
112 113 2
112 114 2
113 114 2
115 116 2
115 117 2
116 117 2
118 119 2
118 120 2
119 120 2
