120 528
1 1 6
2 2 6
3 3 6
4 4 7
5 5 7
6 6 7
7 7 7
8 8 7
9 9 7
10 10 7
11 11 7
12 12 7
13 13 7
14 14 7
15 15 7
16 16 7
17 17 7
18 18 7
19 19 7
20 20 7
21 21 7
22 22 6
23 23 6
24 24 6
25 25 7
26 26 7
27 27 7
28 28 7
29 29 7
30 30 7
31 31 7
32 32 7
33 33 7
34 34 7
35 35 7
36 36 7
37 37 7
38 38 7
39 39 7
40 40 7
41 41 7
42 42 7
43 43 6
44 44 6
45 45 6
46 46 7
47 47 7
48 48 7
49 49 7
50 50 7
51 51 7
52 52 7
53 53 7
54 54 7
55 55 7
56 56 7
57 57 7
58 58 7
59 59 7
60 60 7
61 61 6
62 62 6
63 63 6
64 64 7
65 65 7
66 66 7
67 67 7
68 68 7
69 69 7
70 70 5
71 71 5
72 72 5
73 73 7
74 74 7
75 75 7
76 76 7
77 77 7
78 78 7
79 79 7
80 80 7
81 81 7
82 82 7
83 83 7
84 84 7
85 85 7
86 86 7
87 87 7
88 88 7
89 89 7
90 90 7
91 91 7
92 92 7
93 93 7
94 94 7
95 95 7
96 96 7
97 97 7
98 98 7
99 99 7
100 100 7
101 101 7
102 102 7
103 103 7
104 104 7
105 105 7
106 106 6
107 107 6
108 108 6
109 109 6
110 110 6
111 111 6
112 112 7
113 113 7
114 114 7
115 115 7
116 116 7
117 117 7
118 118 7
119 119 7
120 120 7
1 2 2
1 3 2
1 19 1
1 37 1
1 73 1
1 79 1
2 3 2
2 20 1
2 38 1
2 74 1
2 80 1
3 21 1
3 39 1
3 75 1
3 81 1
4 5 2
4 6 2
4 7 1
4 49 1
4 61 1
4 67 1
4 88 1
5 6 2
5 8 1
5 50 1
5 62 1
5 68 1
5 89 1
6 9 1
6 51 1
6 63 1
6 69 1
6 90 1
7 8 2
7 9 2
7 37 1
7 46 1
7 64 1
7 91 1
8 9 2
8 38 1
8 47 1
8 65 1
8 92 1
9 39 1
9 48 1
9 66 1
9 93 1
10 11 2
10 12 2
10 73 1
10 91 1
10 109 1
10 112 1
10 118 1
11 12 2
11 74 1
11 92 1
11 110 1
11 113 1
11 119 1
12 75 1
12 93 1
12 111 1
12 114 1
12 120 1
13 14 2
13 15 2
13 22 1
13 40 1
13 55 1
13 94 1
13 112 1
14 15 2
14 23 1
14 41 1
14 56 1
14 95 1
14 113 1
15 24 1
15 42 1
15 57 1
15 96 1
15 114 1
16 17 2
16 18 2
16 28 1
16 34 1
16 70 1
16 106 1
16 118 1
17 18 2
17 29 1
17 35 1
17 71 1
17 107 1
17 119 1
18 30 1
18 36 1
18 72 1
18 108 1
18 120 1
19 20 2
19 21 2
19 31 1
19 49 1
19 52 1
19 97 1
20 21 2
20 32 1
20 50 1
20 53 1
20 98 1
21 33 1
21 51 1
21 54 1
21 99 1
22 23 2
22 24 2
22 34 1
22 100 1
22 112 1
23 24 2
23 35 1
23 101 1
23 113 1
24 36 1
24 102 1
24 114 1
25 26 2
25 27 2
25 55 1
25 64 1
25 73 1
25 76 1
25 100 1
26 27 2
26 56 1
26 65 1
26 74 1
26 77 1
26 101 1
27 57 1
27 66 1
27 75 1
27 78 1
27 102 1
28 29 2
28 30 2
28 31 1
28 43 1
28 103 1
28 106 1
29 30 2
29 32 1
29 44 1
29 104 1
29 107 1
30 33 1
30 45 1
30 105 1
30 108 1
31 32 2
31 33 2
31 46 1
31 79 1
31 97 1
32 33 2
32 47 1
32 80 1
32 98 1
33 48 1
33 81 1
33 99 1
34 35 2
34 36 2
34 37 1
34 88 1
34 103 1
35 36 2
35 38 1
35 89 1
35 104 1
36 39 1
36 90 1
36 105 1
37 38 2
37 39 2
37 58 1
37 106 1
38 39 2
38 59 1
38 107 1
39 60 1
39 108 1
40 41 2
40 42 2
40 52 1
40 76 1
40 103 1
40 115 1
41 42 2
41 53 1
41 77 1
41 104 1
41 116 1
42 54 1
42 78 1
42 105 1
42 117 1
43 44 2
43 45 2
43 64 1
43 82 1
43 109 1
44 45 2
44 65 1
44 83 1
44 110 1
45 66 1
45 84 1
45 111 1
46 47 2
46 48 2
46 67 1
46 79 1
46 115 1
47 48 2
47 68 1
47 80 1
47 116 1
48 69 1
48 81 1
48 117 1
49 50 2
49 51 2
49 55 1
49 58 1
49 118 1
50 51 2
50 56 1
50 59 1
50 119 1
51 57 1
51 60 1
51 120 1
52 53 2
52 54 2
52 67 1
52 91 1
52 109 1
53 54 2
53 68 1
53 92 1
53 110 1
54 69 1
54 93 1
54 111 1
55 56 2
55 57 2
55 97 1
55 112 1
56 57 2
56 98 1
56 113 1
57 99 1
57 114 1
58 59 2
58 60 2
58 64 1
58 79 1
58 91 1
59 60 2
59 65 1
59 80 1
59 92 1
60 66 1
60 81 1
60 93 1
61 62 2
61 63 2
61 82 1
61 88 1
61 97 1
62 63 2
62 83 1
62 89 1
62 98 1
63 84 1
63 90 1
63 99 1
64 65 2
64 66 2
64 85 1
65 66 2
65 86 1
66 87 1
67 68 2
67 69 2
67 82 1
67 85 1
68 69 2
68 83 1
68 86 1
69 84 1
69 87 1
70 71 2
70 72 2
70 97 1
70 115 1
71 72 2
71 98 1
71 116 1
72 99 1
72 117 1
73 74 2
73 75 2
73 76 1
73 85 1
74 75 2
74 77 1
74 86 1
75 78 1
75 87 1
76 77 2
76 78 2
76 88 1
76 100 1
77 78 2
77 89 1
77 101 1
78 90 1
78 102 1
79 80 2
79 81 2
79 115 1
80 81 2
80 116 1
81 117 1
82 83 2
82 84 2
82 103 1
82 112 1
83 84 2
83 104 1
83 113 1
84 105 1
84 114 1
85 86 2
85 87 2
85 94 1
85 100 1
86 87 2
86 95 1
86 101 1
87 96 1
87 102 1
88 89 2
88 90 2
88 106 1
89 90 2
89 107 1
90 108 1
91 92 2
91 93 2
91 115 1
92 93 2
92 116 1
93 117 1
94 95 2
94 96 2
94 103 1
94 109 1
94 118 1
95 96 2
95 104 1
95 110 1
95 119 1
96 105 1
96 111 1
96 120 1
97 98 2
97 99 2
98 99 2
100 101 2
100 102 2
100 118 1
101 102 2
101 119 1
102 120 1
103 104 2
103 105 2
104 105 2
106 107 2
106 108 2
107 108 2
109 110 2
109 111 2
110 111 2
112 113 2
112 114 2
113 114 2
115 116 2
115 117 2
116 117 2
118 119 2
118 120 2
119 120 2
