78 342
1 1 6
2 2 6
3 3 6
4 4 6
5 5 6
6 6 6
7 7 7
8 8 7
9 9 7
10 10 7
11 11 7
12 12 7
13 13 7
14 14 7
15 15 7
16 16 7
17 17 7
18 18 7
19 19 7
20 20 7
21 21 7
22 22 7
23 23 7
24 24 7
25 25 7
26 26 7
27 27 7
28 28 7
29 29 7
30 30 7
31 31 7
32 32 7
33 33 7
34 34 7
35 35 7
36 36 7
37 37 7
38 38 7
39 39 7
40 40 7
41 41 7
42 42 7
43 43 6
44 44 6
45 45 6
46 46 6
47 47 6
48 48 6
49 49 6
50 50 6
51 51 6
52 52 6
53 53 6
54 54 6
55 55 7
56 56 7
57 57 7
58 58 7
59 59 7
60 60 7
61 61 7
62 62 7
63 63 7
64 64 7
65 65 7
66 66 7
67 67 7
68 68 7
69 69 7
70 70 7
71 71 7
72 72 7
73 73 7
74 74 7
75 75 7
76 76 7
77 77 7
78 78 7
1 2 2
1 3 2
1 7 1
1 13 1
1 22 1
1 40 1
2 3 2
2 8 1
2 14 1
2 23 1
2 41 1
3 9 1
3 15 1
3 24 1
3 42 1
4 5 2
4 6 2
4 16 1
4 28 1
4 37 1
4 67 1
5 6 2
5 17 1
5 29 1
5 38 1
5 68 1
6 18 1
6 30 1
6 39 1
6 69 1
7 8 2
7 9 2
7 16 1
7 25 1
7 43 1
7 49 1
8 9 2
8 17 1
8 26 1
8 44 1
8 50 1
9 18 1
9 27 1
9 45 1
9 51 1
10 11 2
10 12 2
10 19 1
10 31 1
10 37 1
10 52 1
10 73 1
11 12 2
11 20 1
11 32 1
11 38 1
11 53 1
11 74 1
12 21 1
12 33 1
12 39 1
12 54 1
12 75 1
13 14 2
13 15 2
13 25 1
13 28 1
13 40 1
13 58 1
14 15 2
14 26 1
14 29 1
14 41 1
14 59 1
15 27 1
15 30 1
15 42 1
15 60 1
16 17 2
16 18 2
16 34 1
16 46 1
16 58 1
17 18 2
17 35 1
17 47 1
17 59 1
18 36 1
18 48 1
18 60 1
19 20 2
19 21 2
19 34 1
19 43 1
19 52 1
19 61 1
20 21 2
20 35 1
20 44 1
20 53 1
20 62 1
21 36 1
21 45 1
21 54 1
21 63 1
22 23 2
22 24 2
22 37 1
22 55 1
22 61 1
22 67 1
23 24 2
23 38 1
23 56 1
23 62 1
23 68 1
24 39 1
24 57 1
24 63 1
24 69 1
25 26 2
25 27 2
25 46 1
25 55 1
25 58 1
26 27 2
26 47 1
26 56 1
26 59 1
27 48 1
27 57 1
27 60 1
28 29 2
28 30 2
28 40 1
28 58 1
28 70 1
29 30 2
29 41 1
29 59 1
29 71 1
30 42 1
30 60 1
30 72 1
31 32 2
31 33 2
31 46 1
31 64 1
31 70 1
31 73 1
32 33 2
32 47 1
32 65 1
32 71 1
32 74 1
33 48 1
33 66 1
33 72 1
33 75 1
34 35 2
34 36 2
34 70 1
34 73 1
34 76 1
35 36 2
35 71 1
35 74 1
35 77 1
36 72 1
36 75 1
36 78 1
37 38 2
37 39 2
37 49 1
37 55 1
38 39 2
38 50 1
38 56 1
39 51 1
39 57 1
40 41 2
40 42 2
40 61 1
40 76 1
41 42 2
41 62 1
41 77 1
42 63 1
42 78 1
43 44 2
43 45 2
43 61 1
43 64 1
44 45 2
44 62 1
44 65 1
45 63 1
45 66 1
46 47 2
46 48 2
46 76 1
47 48 2
47 77 1
48 78 1
49 50 2
49 51 2
49 58 1
49 70 1
50 51 2
50 59 1
50 71 1
51 60 1
51 72 1
52 53 2
52 54 2
52 55 1
52 64 1
53 54 2
53 56 1
53 65 1
54 57 1
54 66 1
55 56 2
55 57 2
55 73 1
56 57 2
56 74 1
57 75 1
58 59 2
58 60 2
59 60 2
61 62 2
61 63 2
61 67 1
62 63 2
62 68 1
63 69 1
64 65 2
64 66 2
64 67 1
64 76 1
65 66 2
65 68 1
65 77 1
66 69 1
66 78 1
67 68 2
67 69 2
67 76 1
68 69 2
68 77 1
69 78 1
70 71 2
70 72 2
70 73 1
71 72 2
71 74 1
72 75 1
73 74 2
73 75 2
74 75 2
76 77 2
76 78 2
77 78 2
