42 183
1 1 6
2 2 6
3 3 6
4 4 7
5 5 7
6 6 7
7 7 5
8 8 5
9 9 5
10 10 7
11 11 7
12 12 7
13 13 7
14 14 7
15 15 7
16 16 7
17 17 7
18 18 7
19 19 7
20 20 7
21 21 7
22 22 6
23 23 6
24 24 6
25 25 7
26 26 7
27 27 7
28 28 7
29 29 7
30 30 7
31 31 7
32 32 7
33 33 7
34 34 7
35 35 7
36 36 7
37 37 7
38 38 7
39 39 7
40 40 7
41 41 7
42 42 7
1 2 2
1 3 2
1 4 1
1 10 1
1 22 1
1 31 1
2 3 2
2 5 1
2 11 1
2 23 1
2 32 1
3 6 1
3 12 1
3 24 1
3 33 1
4 5 2
4 6 2
4 16 1
4 22 1
4 34 1
4 37 1
5 6 2
5 17 1
5 23 1
5 35 1
5 38 1
6 18 1
6 24 1
6 36 1
6 39 1
7 8 2
7 9 2
7 28 1
7 34 1
7 37 1
8 9 2
8 29 1
8 35 1
8 38 1
9 30 1
9 36 1
9 39 1
10 11 2
10 12 2
10 13 1
10 31 1
10 37 1
10 40 1
11 12 2
11 14 1
11 32 1
11 38 1
11 41 1
12 15 1
12 33 1
12 39 1
12 42 1
13 14 2
13 15 2
13 19 1
13 28 1
13 31 1
13 34 1
14 15 2
14 20 1
14 29 1
14 32 1
14 35 1
15 21 1
15 30 1
15 33 1
15 36 1
16 17 2
16 18 2
16 25 1
16 31 1
16 34 1
16 40 1
17 18 2
17 26 1
17 32 1
17 35 1
17 41 1
18 27 1
18 33 1
18 36 1
18 42 1
19 20 2
19 21 2
19 22 1
19 28 1
19 31 1
19 40 1
20 21 2
20 23 1
20 29 1
20 32 1
20 41 1
21 24 1
21 30 1
21 33 1
21 42 1
22 23 2
22 24 2
22 25 1
23 24 2
23 26 1
24 27 1
25 26 2
25 27 2
25 28 1
25 34 1
25 37 1
26 27 2
26 29 1
26 35 1
26 38 1
27 30 1
27 36 1
27 39 1
28 29 2
28 30 2
28 40 1
29 30 2
29 41 1
30 42 1
31 32 2
31 33 2
32 33 2
34 35 2
34 36 2
35 36 2
37 38 2
37 39 2
37 40 1
38 39 2
38 41 1
39 42 1
40 41 2
40 42 2
41 42 2
